districtId,total_population,population_60_plus,share_60_plus
8417,185559,21785,0.117402012297975
8421,116761,12305,0.105386216287973
8425,186192,19841,0.106562043481997
8426,187444,19528,0.104180448560637
8435,204083,24934,0.122175781422264
8436,269595,29173,0.108210463843914
8437,127600,13806,0.108197492163009
9161,124927,13330,0.106702314151464
9162,1348335,137785,0.102188996058101
9163,59329,6512,0.109760825228809
9171,106022,12380,0.116768217917036
9172,100829,12630,0.125261581489452
9173,119178,13991,0.117395828089077
9174,138697,14497,0.104522808712517
9175,127567,13904,0.108993705268604
9176,123420,12439,0.100785934208394
9177,125706,12031,0.095707444354287
9178,162818,14974,0.091967718556916
9179,201597,24155,0.11981825126366
9180,84046,11197,0.13322466268472
9181,113084,12249,0.108317710728308
9182,93630,11526,0.123101570009612
9183,106415,12024,0.112991589531551
9184,317249,37190,0.11722653184092
9185,90593,9508,0.104952921307386
9186,116116,11973,0.103112404836543
9187,244256,28091,0.115006386741779
9188,127132,16254,0.127851367083032
9189,168510,20862,0.123802741677052
9190,128762,15096,0.117239558254765
9261,63544,7194,0.113212891854463
9262,48649,5689,0.116939710990976
9263,44488,5264,0.11832404243841
9271,114454,12549,0.109642301710731
9272,78170,8823,0.112869387232954
9273,112753,11666,0.103465096272383
9274,147161,15337,0.104219188507825
9275,184190,21202,0.115109397904338
9276,76782,8974,0.116876351228152
9277,116634,13534,0.11603820498311
9278,95853,10154,0.105933043305895
9279,90156,9845,0.109199609565642
9361,41912,4906,0.117054781446841
9362,135403,13184,0.09736859596907
9363,41746,4933,0.118167010012935
9371,103902,11596,0.111605166406806
9372,125689,14289,0.113685366261168
9373,126436,13132,0.103862823879275
9374,96317,10503,0.109046170457967
9375,182289,19290,0.105820976581143
9376,142406,15751,0.110606294678595
9377,74866,8893,0.118785563540192
9461,70635,7617,0.10783605861117
9462,70808,8091,0.114266749519828
9463,41023,4925,0.120054603515101
9464,44759,5671,0.126700775263076
9471,143610,14727,0.102548569041153
9472,105396,12266,0.116380128278113
9473,87775,10759,0.12257476502421
9474,112738,12211,0.108313079884334
9475,99371,13279,0.133630536071892
9476,69927,8581,0.122713687130865
9477,74070,9023,0.121817199945997
9478,67297,7920,0.11768726689154
9479,76044,10330,0.13584240702751
9561,39491,4414,0.111772302549948
9562,103720,10375,0.100028924026224
9563,115613,12048,0.104209734199441
9564,486314,54930,0.11295171432449
9565,38469,4454,0.115781538381554
9571,178354,19518,0.1094340468955
9572,130395,14748,0.11310249626136
9573,112786,13612,0.120688737963932
9574,163967,20193,0.123152829532772
9575,97475,10994,0.11278789433188
9576,123344,13983,0.1133658710598
9577,92369,10755,0.116435167642824
9661,67359,7226,0.107275939369646
9662,52143,6535,0.125328423757743
9663,124297,13110,0.105473181170905
9671,172612,19986,0.115785692767594
9672,104020,12962,0.124610651797731
9673,80829,9523,0.117816625221146
9674,84575,9382,0.110931126219332
9675,87719,9923,0.113122584616788
9676,128405,14712,0.114574977609906
9677,127508,15144,0.118769018414531
9678,113084,13335,0.117921191326801
9679,158095,18286,0.115664632025048
9761,267767,29522,0.110252570331669
9762,41550,4934,0.118748495788207
9763,64078,7832,0.122226037017385
9764,41241,4735,0.114812928881453
9771,126387,13635,0.10788293099765
9772,237095,26716,0.112680571079103
9773,93308,9962,0.106764693273889
9774,120183,12842,0.10685371475167
9775,163854,18314,0.111770234477034
9776,78422,9663,0.123217974547958
9777,133585,15704,0.117558109069132
9778,135161,15526,0.114870413802798
9779,127920,14191,0.110936522826767
9780,148649,18406,0.123821889148262
10041,327065,40247,0.123055050219375
10042,103636,12082,0.116581110810915
10043,135531,17413,0.128479831182534
10044,197877,24700,0.124825017561414
10045,145394,18971,0.13047993727389
10046,90120,11314,0.125543719485131
11000,3292365,357602,0.10861553928559
12051,71569,9896,0.138272156939457
12052,99984,12168,0.121699471915506
12053,59140,7250,0.122590463307406
12054,156021,16130,0.103383518885278
12060,172165,21556,0.125205471495368
12061,160162,20587,0.128538604662779
12062,110188,14664,0.133081642284096
12063,152457,18038,0.118315328256492
12064,187374,23078,0.123165433838206
12065,200807,24141,0.120219912652447
12066,117943,16210,0.13743927151251
12067,178176,23569,0.132279319324713
12068,100242,12634,0.126034995311347
12069,202816,23685,0.116780727358788
12070,80276,10980,0.13677811550152
12071,122523,16113,0.131510002203668
12072,159255,18807,0.118093623434115
12073,124682,16655,0.133579827080092
13001,55447,5315,0.095857305174311
13002,64111,7737,0.120681318338507
13003,200266,23927,0.119476096791268
13004,91293,11617,0.127249624834325
13005,56729,7428,0.130938320788309
13006,42469,5508,0.129694600767619
13051,115654,13774,0.119096615767721
13052,77573,9435,0.12162737034793
13053,96905,11677,0.120499458232289
13054,120925,13582,0.112317552201778
13055,76008,9463,0.124500052626039
13056,63719,7771,0.121957343963339
13057,103289,13039,0.126238031155302
13058,114165,12729,0.111496518197346
13059,102878,13364,0.129901436653123
13060,93445,11538,0.123473701107603
13061,65495,8481,0.12949080082449
13062,69610,8857,0.127237465881339
14511,240253,34143,0.142112689539777
14521,361791,49968,0.138112888380308
14522,322078,44426,0.13793553114463
14523,240052,33958,0.141461016779698
14524,335220,46990,0.140176600441501
14612,512354,58928,0.115014228443615
14625,315174,42077,0.133504032693052
14626,269647,38324,0.142126558055532
14627,247054,32813,0.132817116905616
14628,246818,34090,0.138117965464431
14713,502979,57692,0.114700613743317
14729,262214,34316,0.130870205252199
14730,201165,25327,0.125901623045758
15001,86030,12906,0.150017435778217
15002,229153,27961,0.12201891312791
15003,228144,28113,0.123224805386072
15081,88241,10561,0.119683593794268
15082,172127,22894,0.133006442917148
15083,176048,20890,0.118660819776425
15084,189729,25851,0.136252233448761
15085,226495,30731,0.135680699353187
15086,93849,11881,0.126596980255517
15087,147887,21321,0.144170887231467
15088,191681,24581,0.128239105597321
15089,205458,27972,0.136144613497649
15090,119204,14951,0.125423643501896
15091,132994,18180,0.136697896145691
16051,200868,23295,0.11597168289623
16052,96067,13164,0.137029364922398
16053,105739,11569,0.109410907990429
16054,36960,5638,0.15254329004329
16055,62764,6912,0.110126824294181
16056,41753,5424,0.129906833041937
16061,102257,12030,0.117644757816091
16062,87210,11592,0.132920536635707
16063,128719,16383,0.127277247337223
16064,106122,13022,0.122707826840806
16065,80053,10719,0.133898792050267
16066,127622,16687,0.13075331839338
16067,136330,17431,0.127858871855058
16068,71865,8797,0.12241007444514
16069,66369,7972,0.120116319365969
16070,110361,14207,0.12873207020596
16071,82643,9966,0.12059097564222
16072,58943,7874,0.133586685441868
16073,113267,15693,0.138548738820663
16074,84802,10940,0.129006391358694
16075,85806,11109,0.129466470876163
16076,105332,14530,0.137944784111191
16077,96737,14015,0.144877347860694
