districtId,alpha_95PR,average_age,average_household_size,inhib_coef_april_01_14,mean_alpha_Mar_25_31,district_name,SES_highschool_dropouts,SES_residence_vacancies,SES_unemployment,RUR_surrounding_pop,SES_average_income,RUR_distance_to_urban_centers,SES_male_life_expectancy,SES_female_life_expectancy,SES_average_salary,RUR_area_share_farms_forests,RUR_settlement_density,SES_communal_tax_revenue,SES_net_migration,population_density,primary_care_capacity,hospital_capacity,share_of_nursing_home_care,average_living_area,RUR_share_of_1_2_family_homes,ruralness_index,socio_economic_status_index,cluster,total_population,population_60_plus,share_60_plus
5154,1.458,42.5,2.3,0.011986682928701363,1.0752879283302623,Kleve,5.6,25.5,6.1,587.0,2748.0,41.4283333333333,78.1,82.6,2129.8,78.8,1487.6,616.0,5.8,247.0,50.2,58.9,25.2,47.0,92.29375,0.9518588648144444,0.0329798942634242,4.0,300990.0,33522.0,0.111372470846208
5158,1.2771780303030302,44.6,2.1,-0.004506995975086228,1.0009823220608338,Mettmann,4.6,30.6,6.9,1709.0,3291.0,8.86166666666667,78.7,82.9,2931.7,57.0,2939.5,1128.0,3.1,1173.0,56.9,49.8,30.8,44.5,77.85,-2.9095015041266943,2.214672813740229,1.0,477777.0,61133.0,0.12795299899325402
5162,1.325595238095238,43.5,2.2,-0.0023531561738310033,1.0214292355855827,Neuss,3.9,25.3,6.3,1345.0,3263.0,10.6433333333333,79.0,83.1,2885.5,61.0,2471.6,852.0,4.9,768.0,56.0,46.5,23.1,44.7,86.5625,-1.800051357859741,2.1594975406168913,1.0,437393.0,51511.0,0.11776823131600199
5166,1.3058823529411765,43.3,2.3,-0.00793562021215947,1.046254666635278,Viersen,4.5,29.7,7.2,914.0,2882.0,11.39,78.7,82.2,2352.0,71.9,2039.3,695.0,2.3,524.0,54.2,48.4,22.2,45.8,89.9,-0.6975656785899653,0.2949815460018233,2.0,296176.0,34329.0,0.11590743341796801
5170,1.5,44.0,2.2,0.00392318621024017,0.9813296984208099,Wesel,4.6,26.9,7.4,863.0,2894.0,26.2033333333333,78.1,83.0,2262.8,71.5,1921.5,632.0,1.9,439.0,49.9,54.9,23.4,43.7,86.8846153846154,-0.35278042445665747,0.12586482691886014,4.0,460420.0,55892.0,0.12139351027322899
5314,1.3879365079365074,41.2,2.0,-0.01115699005077559,0.9861178594897156,KS Bonn,3.9,27.3,7.0,984.0,3621.0,1.4291666666666698,79.6,84.3,3073.2,44.4,4396.3,881.0,5.9,2226.0,68.8,131.1,32.0,42.6,68.4,-3.840945862063303,3.1230912069008476,1.0,305765.0,29767.0,0.09735254198485802
5315,1.3517857142857141,41.3,1.9,-0.007539659941035347,0.9943174458490169,KS Köln,5.0,24.6,9.7,1905.0,3506.0,1.52333333333333,78.4,82.7,3036.7,33.7,4237.6,919.0,8.6,2584.0,64.1,69.8,26.8,39.0,59.6,-5.348422936413596,2.1671826792213698,1.0,1005775.0,101182.0,0.10060102905719501
5316,1.5,43.7,2.1,-0.005512910393167363,1.1065376538134326,KS Leverkusen,3.7,27.6,8.1,1596.0,3951.0,12.753333333333302,78.8,83.3,3334.5,35.6,3434.3,742.0,5.8,2048.0,62.5,67.8,25.0,41.0,71.9,-3.8009839085880968,2.8891234964745816,1.0,158984.0,19408.0,0.12207517737634
5334,1.349999999999999,42.2,2.0,-0.01274984374062158,1.0082439894817503,Städteregion Aachen,4.5,31.0,8.9,625.0,3158.0,12.338333333333301,78.6,82.8,2525.4,69.9,2831.3,686.0,4.9,775.0,63.7,73.5,23.5,42.4,85.02,-1.0297846623920266,0.8082887980149784,2.0,539515.0,59167.0,0.109667015745623
5358,1.4017889087656528,42.9,2.3,-0.007137788826327361,0.9712204642501172,Düren,4.2,35.1,8.0,672.0,3110.0,23.84,77.8,82.5,2312.2,77.3,1677.4,631.0,3.0,275.0,63.7,70.3,23.0,46.7,92.4133333333333,0.2914101573888547,0.10993746791675894,4.0,258761.0,29978.0,0.11585207971835
5362,1.4948412698412699,43.0,2.2,-0.020151311362445502,1.0566406105335588,Erftkreis,4.8,29.3,7.7,1053.0,3074.0,15.295833333333302,78.7,82.6,2612.3,65.9,2399.5,741.0,5.9,652.0,55.7,30.3,24.9,44.9,86.63,-1.2165189234485654,1.0742638971785397,2.0,451515.0,52338.0,0.11591641473705198
5366,1.4178378378378378,43.1,2.3,-0.01219436802255267,1.0750038663477677,Euskirchen,4.0,36.1,6.4,369.0,2914.0,43.2666666666667,77.6,82.2,2304.9,85.0,1118.3,615.0,3.6,151.0,60.6,58.1,27.2,49.3,93.8909090909091,1.634204164806428,0.0006549216649422707,4.0,187939.0,21831.0,0.116160030648242
5370,1.4186666666666667,42.6,2.4,-0.004105016191513627,1.0127506153196093,Heinsberg,5.5,33.6,7.5,765.0,2779.0,22.766666666666698,78.1,82.3,2105.0,75.0,1712.0,568.0,3.7,397.0,57.8,39.9,25.0,48.1,94.0,0.15733672010131425,-0.5217223149580665,4.0,248161.0,27600.0,0.111218120494356
5374,1.4071428571428573,42.6,2.3,-0.007167493945311061,1.0878087507628622,Oberbergischer Kreis,4.0,45.2,6.3,704.0,3142.0,29.635,78.0,82.5,2515.7,78.0,1490.7,734.0,0.1,295.0,51.7,58.1,28.2,46.7,88.8846153846154,0.36713000419594577,0.4129749428706172,4.0,273011.0,30892.0,0.11315294988114
5378,1.4149999999999991,44.0,2.2,-0.0013457915504415663,1.0285673034416871,Rheinisch-Bergischer Kreis,3.7,32.2,6.4,1219.0,3040.0,16.5008333333333,79.8,83.4,2355.9,73.4,2605.8,715.0,3.6,639.0,57.2,41.9,26.4,47.9,87.25,-1.205232297006786,1.2881816068992067,2.0,278182.0,34573.0,0.124281944913761
5382,1.4585470085470078,42.6,2.3,-0.001381708559528406,1.0042197091682754,Rhein-Sieg-Kreis,4.7,27.6,5.8,764.0,2914.0,18.045833333333302,79.5,83.6,2277.5,73.7,2158.1,687.0,4.6,508.0,56.5,25.9,25.0,47.3,89.74736842105258,-0.39154355504966354,1.0870672321374815,2.0,578252.0,66790.0,0.11550327538858501
5512,1.5999999999999983,43.8,2.1,-0.011445353929291977,0.9850612054411155,KS Bottrop,5.2,32.3,8.6,1686.0,3064.0,13.531666666666698,76.8,81.8,2333.6,52.0,2628.8,529.0,1.5,1153.0,51.7,60.7,27.3,41.2,71.6,-3.028524909129563,-0.7737142072193053,3.0,117311.0,13108.0,0.11173717724680601
5513,1.4026190476190477,43.3,2.0,-0.017179053439781662,1.0843873883724435,KS Gelsenkirchen,9.3,66.3,14.4,1692.0,3074.0,10.456666666666699,75.8,80.7,2548.2,22.2,3296.4,455.0,2.9,2455.0,53.6,68.0,25.7,38.8,51.5,-5.137484773792191,-2.761257459070953,3.0,258766.0,29514.0,0.114056715333545
5515,1.7282352941176466,40.5,2.0,-0.00645075174417234,0.9631481753350418,KS Münster (Westf.),4.4,21.2,6.0,639.0,3241.0,1.8316666666666699,80.1,84.4,2719.3,63.5,2976.1,887.0,16.1,996.0,65.2,123.0,35.7,43.5,72.9,-2.0776389841701794,3.4542680050019636,1.0,289576.0,25684.0,0.088695195734453
5554,1.4213937621832355,40.7,2.5,-0.017922863447873475,0.9920928769076043,Borken,4.8,19.3,4.4,475.0,2940.0,42.4366666666667,78.4,83.3,2239.0,81.0,1505.5,683.0,0.7,257.0,54.2,52.5,24.6,44.6,92.78235294117648,1.1630433368671382,0.6807575094000178,4.0,363754.0,36529.0,0.10042226339779099
5558,1.4107658505963587,42.0,2.4,-0.00537959501003751,1.0750486208803987,Coesfeld,3.4,22.3,3.4,575.0,2825.0,21.8266666666667,79.1,83.3,2165.9,84.2,1410.8,640.0,1.4,194.0,59.3,39.6,34.6,46.1,91.6090909090909,0.6261629195313989,0.9126619762349768,2.0,215269.0,22702.0,0.105458751608453
5562,1.3048691860465116,44.1,2.1,-0.008777254857606288,1.101471060592314,Recklinghausen,6.0,38.4,11.0,1094.0,2995.0,21.3483333333333,77.3,82.4,2412.8,63.2,2466.0,562.0,1.3,806.0,52.2,80.7,26.4,43.4,76.64,-1.6347364910078181,-0.87868593721148,3.0,619382.0,73841.0,0.11921721974484199
5566,1.2438513867085295,41.6,2.5,-0.014982583804857124,1.0222657892096796,Steinfurt,4.6,25.1,4.8,367.0,2839.0,22.7458333333333,79.0,83.7,2247.3,80.0,1364.5,612.0,2.2,243.0,62.7,52.3,28.9,46.0,93.1208333333333,0.8194257608619265,0.739514024823118,2.0,433660.0,45811.0,0.105638057464373
5570,1.586727272727272,42.3,2.4,0.028490293455177326,0.9442169305845165,Warendorf,3.4,29.4,5.8,462.0,3043.0,25.05,78.8,83.8,2404.8,83.3,1433.0,678.0,1.2,207.0,57.8,56.0,29.6,45.8,89.8461538461538,0.7083737529811551,1.0907999778033495,2.0,273477.0,30488.0,0.11148286693213699
5711,1.5999999999999996,42.1,2.1,0.002191868300437679,1.105725216191768,KS Bielefeld,4.5,31.9,9.6,719.0,3137.0,1.20166666666667,78.7,83.5,2578.0,56.4,2986.7,690.0,2.9,1274.0,54.6,120.3,27.0,41.4,70.2,-2.4956888661455214,0.820090790944877,3.0,326870.0,35245.0,0.10782574112032302
5754,1.6039553752535498,41.6,2.4,-0.010097507559350813,0.9841779376761896,Gütersloh,4.1,28.7,5.2,492.0,3041.0,18.4375,79.0,83.6,2587.1,75.9,1683.0,921.0,3.8,366.0,49.4,34.9,22.9,44.9,87.16153846153851,0.0651345685943799,1.8579560968805249,2.0,350419.0,37069.0,0.10578478906680301
5758,1.4230072463768115,43.4,2.3,-0.03126130178055492,0.9398777200606465,Herford,4.3,46.8,6.4,498.0,2885.0,17.935,78.0,83.4,2425.6,68.4,1834.5,694.0,1.2,553.0,49.0,44.1,29.6,46.4,89.04444444444441,-0.1612283760665793,0.255467462439926,4.0,250704.0,29113.0,0.116124992022465
5762,1.3621052631578947,43.1,2.4,-0.009472636447394983,1.1276230061035595,Höxter,4.7,46.6,5.6,219.0,2769.0,29.1025,77.6,82.4,2145.3,88.1,1126.9,533.0,-1.6,119.0,62.3,64.7,25.1,49.2,91.77,1.4153766394263163,-0.927181976922019,4.0,145679.0,16931.0,0.116221281035702
5766,1.5,43.2,2.3,-0.011719414207254983,1.0268400508550701,Lippe,4.8,48.3,7.7,392.0,2996.0,26.1808333333333,78.6,83.5,2407.2,81.9,1642.7,646.0,-0.4,277.0,52.2,47.3,35.3,46.7,87.26875,0.5569977764776609,0.08853749046135773,4.0,348681.0,41431.0,0.118822075191938
5770,1.5,43.2,2.4,-0.018056121885923468,1.0090281998987143,Minden-Lübbecke,5.2,43.3,6.2,328.0,2908.0,41.725,78.3,83.0,2442.7,76.4,1349.3,676.0,0.4,268.0,58.5,76.7,34.1,47.5,90.7727272727273,1.1463027028787869,0.13159425456983875,4.0,312169.0,36264.0,0.116167844981404
5774,1.4593749999999996,40.5,2.3,-0.02377886595487356,1.0549861465762693,Paderborn,3.9,28.7,6.6,325.0,2919.0,11.148333333333301,79.3,83.6,2382.6,82.7,1532.9,640.0,3.2,240.0,57.2,59.1,29.0,45.3,89.12,0.39289491214225003,0.9806172669687359,2.0,294602.0,27885.0,0.09465312523336601
5911,1.7021645021645022,44.2,1.9,0.005436520875530863,0.9367674654017374,KS Bochum,5.5,37.2,10.1,1805.0,3168.0,1.0816666666666699,77.3,82.2,2560.4,28.1,3524.6,625.0,2.9,2484.0,55.5,98.4,27.0,41.2,57.5,-5.172491609436548,-0.22764936440719818,3.0,362286.0,42377.0,0.11697112226252199
5913,1.398545454545454,43.1,2.0,-0.021334286430485558,0.978402468091859,KS Dortmund,7.0,39.7,13.0,1532.0,3181.0,1.26666666666667,76.7,82.0,2570.1,38.1,3405.3,632.0,6.3,2068.0,49.6,67.7,30.9,40.5,61.7,-4.377632724705252,-0.6903989827880661,3.0,571143.0,63254.0,0.110749847236156
5914,1.5,44.2,2.0,-0.006524221592277947,0.9721347810764621,KS Hagen,5.0,69.5,10.6,1188.0,3151.0,1.925,76.5,81.3,2616.6,61.3,3318.0,623.0,2.1,1164.0,58.9,92.8,25.9,42.7,60.2,-3.3784194228563518,-1.1378267999006277,3.0,187944.0,23189.0,0.123382496913974
5915,1.4718749999999998,42.6,2.2,-0.014085857563602956,0.9852541277592823,KS Hamm,5.6,39.8,10.4,716.0,2903.0,25.271666666666697,77.1,81.9,2348.8,63.8,2379.4,532.0,3.2,780.0,52.1,99.3,32.5,40.8,78.6,-1.0217448568557514,-1.0163136658806666,3.0,176037.0,19958.0,0.11337389298840599
5916,1.365657894736842,44.2,2.0,0.014062901012799497,1.122824261993551,KS Herne,6.6,53.7,13.2,1621.0,3132.0,6.81666666666667,75.3,81.1,2611.2,19.9,3870.9,486.0,4.6,3007.0,51.7,105.1,27.2,40.3,56.2,-5.300476971906406,-1.8169506766252668,3.0,155160.0,18390.0,0.11852281515854599
5954,1.3137254901960784,44.9,2.1,-0.004007489081449427,1.0731240551540786,Ennepe-Ruhr-Kreis,4.4,46.8,7.6,1421.0,3130.0,9.47,77.8,81.8,2542.0,68.9,2746.9,749.0,2.4,791.0,52.6,58.7,33.2,44.7,72.7222222222222,-2.39483585995201,0.1885933071918412,3.0,326050.0,41242.0,0.12648980217758
5958,1.4276315789473684,43.2,2.3,-0.007755118281780129,1.0479254907131852,Hochsauerlandkreis,5.0,47.3,5.3,267.0,3017.0,50.7783333333333,78.2,83.1,2325.3,86.5,1099.5,674.0,-1.8,133.0,55.1,80.1,27.9,49.0,88.5583333333333,1.7522128745560832,-0.0010336206051056035,4.0,266511.0,31080.0,0.116618075801749
5962,1.3333333333333333,43.1,2.2,0.00020986638741188576,1.1833853660846727,Märkischer Kreis,7.0,52.7,7.2,689.0,3125.0,26.08,77.4,82.4,2605.5,81.2,2293.0,751.0,-3.6,390.0,55.1,70.8,31.5,44.5,80.68,-0.34562418867391415,-0.5431127416320042,4.0,423818.0,49097.0,0.115844537041843
5966,1.4877551020408162,42.0,2.4,0.010572509873636279,1.3081528758880985,Olpe,5.3,34.7,4.7,365.0,3115.0,36.4275,78.3,82.3,2454.1,83.2,1281.0,836.0,-1.4,189.0,57.1,61.7,25.4,47.7,89.62857142857142,1.1540943173711733,0.5622316394882046,4.0,136490.0,14629.0,0.107180013187779
5970,1.2866161616161613,43.1,2.3,-0.0068846166115741556,1.0728876841709436,Siegen,3.5,37.6,6.0,292.0,3250.0,22.03,77.8,82.6,2649.1,83.2,1529.0,813.0,1.9,244.0,58.4,76.4,22.9,47.1,91.2181818181818,0.8080402273642064,1.094429128773234,2.0,276834.0,32346.0,0.11684258436463699
5974,2.0,42.8,2.3,-0.005651022984226385,1.0106430921843148,Soest,4.3,34.1,6.6,394.0,2986.0,31.123333333333303,77.5,82.5,2370.1,82.1,1456.3,665.0,3.0,223.0,58.0,68.9,36.7,47.2,89.3428571428571,0.8632893012317026,0.18789164776593972,4.0,296875.0,33303.0,0.11217852631578899
5978,1.61375,43.9,2.2,-0.02488152301407169,0.9887793674387598,Unna,5.8,33.9,9.5,926.0,2827.0,14.6333333333333,77.3,82.4,2382.2,66.3,2266.8,620.0,0.8,721.0,53.6,68.5,25.9,43.7,81.78,-1.2395249793525671,-0.7421018783210646,3.0,396060.0,46760.0,0.118062919759632
6411,1.373913043478261,41.2,2.0,0.00372682865237394,1.1040895136738123,KS Darmstadt,3.2,24.6,6.4,886.0,3914.0,2.4966666666666697,78.8,82.6,3057.3,63.4,3556.3,1003.0,16.9,1244.0,62.5,97.6,31.2,39.8,67.1,-2.8276329607693897,3.934076588307802,1.0,143499.0,14179.0,0.09880905093415301
6412,1.4273148148148145,40.8,2.0,-0.004314718476306744,1.0717315498280406,KS Frankfurt am Main,5.0,26.5,7.5,1440.0,3956.0,2.105,79.2,83.8,3486.5,39.3,4961.9,1586.0,14.8,2890.0,60.3,84.2,21.6,36.9,50.4,-5.449557529666127,5.27083705446002,1.0,667925.0,63753.0,0.09544933937193599
6413,1.3818181818181818,41.1,2.1,,,KS Offenbach am Main,8.0,33.2,11.0,1111.0,3426.0,2.05833333333333,78.1,82.2,2944.8,47.5,5499.5,709.0,12.2,2695.0,57.0,92.7,22.3,35.5,57.2,-4.859221244988687,1.0254859913373586,3.0,113443.0,11866.0,0.104598785293055
6414,1.3981132075471698,42.3,2.1,0.00568236626660633,1.0,KS Wiesbaden,6.6,31.1,7.5,916.0,3576.0,1.6966666666666699,79.6,83.3,3029.0,57.2,3437.7,1032.0,5.6,1349.0,62.9,75.9,26.1,40.9,64.3,-3.1178837915406596,2.552573189849399,1.0,269121.0,29176.0,0.10841220120317599
6431,1.3466666666666667,43.8,2.3,-0.005262371891086115,1.0323911847100016,Bergstraße,3.4,40.3,4.7,641.0,2884.0,21.2783333333333,78.3,82.8,2472.4,80.7,2262.2,770.0,5.7,367.0,55.3,39.3,26.7,47.9,88.0227272727273,-0.10963550343139955,1.0809198087832141,2.0,260741.0,31576.0,0.12110101595069399
6432,1.4633689839572193,42.7,2.3,0.005623410773933493,1.0603432836583422,Darmstadt-Dieburg,5.5,35.0,4.9,697.0,2947.0,15.076666666666698,79.8,83.7,2506.8,79.3,2334.5,802.0,5.5,437.0,49.3,18.6,21.6,46.4,87.9695652173913,-0.39970547614038265,1.5821437464341945,2.0,282601.0,32777.0,0.11598331216096198
6433,1.25,42.2,2.3,-0.00563893884309248,0.9540842064993578,Groß-Gerau,5.9,31.6,5.9,859.0,3548.0,14.659166666666698,78.9,83.0,3017.9,70.0,2465.6,785.0,9.8,576.0,51.4,39.6,24.5,42.0,83.49285714285709,-1.088627276114893,2.3907465038513744,2.0,251049.0,28579.0,0.113838334349071
6434,1.3987771739130435,43.7,2.2,-0.004914351081860052,1.0066678482932994,Hochtaunuskreis,3.2,32.5,4.0,739.0,3709.0,22.2,80.9,84.0,2949.2,79.7,2491.1,1142.0,6.9,479.0,57.6,48.8,31.5,48.6,86.8,-0.37170218042902275,4.171964454347416,2.0,226130.0,27824.0,0.12304426657232599
6435,1.3278985507246377,43.2,2.3,-0.006180844082910489,1.1317193774183631,Main-Kinzig-Kreis,4.8,41.3,5.3,381.0,3015.0,26.463333333333303,79.0,83.4,2585.0,82.3,1839.4,768.0,6.1,292.0,56.9,41.5,24.2,46.1,87.8724137931035,0.518628089616525,1.3885558888006064,2.0,400862.0,47282.0,0.11795081599153802
6436,1.438375,43.1,2.2,-0.000873452451415932,0.9835887539971917,Main-Taunus-Kreis,3.6,25.1,4.4,1021.0,3892.0,7.76333333333333,80.5,84.3,3118.9,65.7,3217.4,1430.0,7.0,1034.0,55.7,29.3,21.8,46.1,82.725,-1.936978766418504,4.992192078955541,1.0,224059.0,26773.0,0.119490848392611
6437,1.281730769230769,43.9,2.4,-0.019672694601814072,1.119988774771118,Odenwaldkreis,5.4,54.0,5.8,440.0,2792.0,38.161666666666704,78.2,82.2,2360.5,88.5,1443.0,603.0,1.9,154.0,60.4,43.8,32.4,49.0,91.15333333333331,1.2644941634470142,-0.43923065967635344,4.0,96613.0,12146.0,0.125718071067041
6438,1.261851851851852,43.1,2.2,0.003249000427838944,1.0408048306382998,Offenbach,3.9,28.7,5.8,948.0,3301.0,11.573333333333302,80.4,84.2,2850.2,67.6,3228.6,919.0,7.2,959.0,53.0,19.1,23.4,43.4,79.9615384615385,-1.8358412767538863,3.0609737893484077,1.0,332328.0,39510.0,0.11888856792084901
6439,1.7232142857142856,43.9,2.3,-0.02935242608614703,1.0,Rheingau-Taunus-Kreis,5.0,40.5,4.4,529.0,3008.0,21.678333333333303,79.6,83.1,2397.0,84.6,1699.5,776.0,5.3,224.0,56.0,45.1,26.1,49.4,86.5941176470588,0.3294794675325822,1.3012806379761999,2.0,180226.0,22614.0,0.12547579150622
6440,1.411428571428571,43.0,2.3,-0.003712168751031186,1.1016840441758702,Wetteraukreis,4.7,37.8,5.1,492.0,2992.0,24.005,79.0,82.9,2578.8,82.6,1746.9,726.0,6.3,270.0,55.2,42.1,26.1,47.6,89.124,0.45240221603680425,1.2696499931054985,2.0,292573.0,33938.0,0.115998400399217
6531,1.520833333333333,42.0,2.2,-0.015157955647245801,0.9867279947425632,Gießen,4.1,38.0,7.1,346.0,3063.0,12.506666666666698,79.1,83.3,2508.6,79.9,1670.2,665.0,9.0,304.0,63.5,87.4,23.4,46.5,88.43888888888891,0.23240055932621212,1.3484782145986691,2.0,251238.0,27398.0,0.109051974621673
6532,1.4447368421052633,43.2,2.3,-0.016801732019003743,0.9850612054411155,Lahn-Dill-Kreis,4.7,38.0,6.2,344.0,3122.0,18.771666666666697,78.6,83.0,2600.3,81.5,1418.3,767.0,0.7,236.0,66.4,71.0,24.3,48.7,93.0782608695652,0.756363093779136,0.8797517123123861,2.0,253441.0,29829.0,0.11769603181805599
6533,1.3324999999999996,42.9,2.4,-0.0005577547170925707,0.9235100726911378,Limburg-Weilburg,4.3,48.9,5.8,403.0,2816.0,27.8675,77.8,82.2,2478.2,80.3,1343.8,654.0,2.4,231.0,61.0,57.3,22.8,50.2,92.53157894736842,0.9082013124220183,-0.046890863755993106,4.0,170696.0,19510.0,0.11429676149411801
6534,1.5,41.7,2.3,0.00408179628538248,1.0140460849398334,Marburg-Biedenkopf,4.9,35.0,4.8,239.0,3130.0,14.965,78.3,83.3,2569.8,84.4,1377.8,804.0,1.6,191.0,62.1,67.1,22.7,47.2,91.8363636363636,0.8123721399696036,1.1381064659939697,2.0,241226.0,25748.0,0.10673807964315599
6535,1.2452380952380953,44.9,2.4,-0.012414085109737285,1.0054060355849084,Vogelsbergkreis,4.3,53.5,5.0,189.0,2794.0,29.1516666666667,77.4,82.9,2354.8,88.0,704.7,580.0,-2.0,73.0,62.4,64.5,21.7,53.1,93.9894736842105,1.7378425005157352,-0.5563166037247846,4.0,108510.0,14166.0,0.13055017970693902
6611,1.375,42.4,1.9,0.009481077533545844,1.0365543226153138,KS Kassel,7.6,43.3,10.1,401.0,3245.0,1.5,77.5,82.9,2679.5,37.0,3032.7,825.0,5.9,1824.0,69.8,132.9,22.4,41.0,64.4,-3.0003533075411895,0.35810974084832947,3.0,190765.0,20285.0,0.10633501952664301
6631,1.5250000000000001,42.4,2.3,-0.013504660245034406,0.9906727310091056,Fulda,3.9,48.5,3.9,168.0,2772.0,16.8758333333333,79.2,83.9,2544.1,83.7,1121.2,652.0,2.8,157.0,66.3,66.8,25.7,48.5,89.0869565217391,0.9162315556870955,1.0333673875919787,2.0,216179.0,24308.0,0.112443854398438
6632,1.5,44.8,2.4,-0.03544147365084548,1.0629663367365645,Hersfeld-Rotenburg,3.6,52.2,5.2,156.0,2716.0,40.4983333333333,77.9,82.7,2671.9,86.3,898.8,667.0,1.4,109.0,68.7,81.8,21.4,50.4,93.65,1.9043286852012136,0.27274321154090986,4.0,120694.0,15772.0,0.130677581321358
6633,1.3849999999999998,45.0,2.3,0.010923955633337904,1.0283581599944396,Kassel,3.8,32.0,5.1,252.0,3300.0,19.5133333333333,78.4,82.8,2783.9,84.4,1295.4,728.0,3.0,181.0,60.8,40.7,28.6,49.9,91.11034482758622,0.9240266298032291,1.5432076220299635,2.0,234933.0,31353.0,0.13345507016894198
6634,1.4945454545454544,44.2,2.4,-0.019121380752926926,1.057755215292045,Schwalm-Eder-Kreis,5.9,51.5,5.2,191.0,2847.0,31.105,77.6,82.0,2605.9,84.5,961.5,555.0,1.1,117.0,60.2,35.8,26.2,51.1,92.6333333333333,1.5057261968944526,-0.45426556276743507,4.0,181850.0,23036.0,0.126675831729447
6635,1.5458333333333332,44.0,2.3,-0.02087802862260199,1.0674271287841435,Waldeck-Frankenberg,6.2,46.9,5.2,172.0,2890.0,35.9583333333333,78.2,82.7,2505.4,87.8,847.1,628.0,-0.1,85.0,63.9,103.0,30.7,51.3,91.8454545454545,1.7639838789250142,-0.12922856707740926,4.0,158990.0,19748.0,0.124209069752815
6636,1.6752873563218387,45.8,2.3,0.027965150831182402,,Werra-Meißner-Kreis,5.6,66.1,6.8,186.0,2688.0,41.8175,76.7,82.0,2281.0,86.1,858.5,501.0,1.4,98.0,68.9,59.6,23.2,51.2,92.86875,1.8888065413519555,-1.5644671051798358,4.0,102124.0,14032.0,0.13740159022365
7111,1.2307692307692306,43.7,2.0,-0.016278933595272636,0.9322445752231735,KS Koblenz,5.9,39.5,6.9,429.0,3171.0,2.19833333333333,77.9,82.4,2715.9,57.3,2905.5,959.0,11.1,1060.0,63.7,157.1,40.6,44.7,67.0,-2.256380258292018,1.532021931531915,3.0,107825.0,12692.0,0.117709251101322
7131,1.5299999999999998,44.9,2.2,-0.01723268962182083,0.9640984041466187,Ahrweiler,3.5,48.0,4.2,372.0,2753.0,32.24,79.0,82.8,2152.7,84.3,1179.1,584.0,5.6,161.0,53.7,71.9,28.7,52.2,89.1375,1.099587470759952,0.4126974332750908,4.0,125885.0,16258.0,0.129149620685546
7132,1.7199999999999989,43.3,2.4,0.00798793923981894,1.0757037398427836,Altenkirchen (Westerwald),4.7,48.9,5.6,398.0,2854.0,31.92,77.3,81.8,2151.5,83.1,1270.4,559.0,-1.1,200.0,64.7,30.0,27.1,51.1,93.6125,1.1775926568708368,-1.025585099643075,4.0,130570.0,15453.0,0.11835031017844802
7133,1.5,44.0,2.3,-0.0079378270193326,1.020653366543536,Bad Kreuznach,4.9,46.6,6.9,266.0,2941.0,41.526666666666706,77.8,82.4,2277.2,84.4,1291.8,574.0,4.2,181.0,60.3,61.5,24.8,50.8,92.39,1.5277975660551109,-0.2664027605865159,4.0,155599.0,18867.0,0.121253992634914
7134,1.3233333333333328,44.9,2.3,-0.00878718446887591,1.0180412612568417,Birkenfeld,5.0,65.8,6.6,198.0,2714.0,49.3883333333333,76.8,80.7,2156.4,87.8,930.8,533.0,-1.3,104.0,67.0,83.3,33.2,55.8,91.58,2.030052786139008,-1.9918178727593936,4.0,82778.0,10653.0,0.128693614245331
7135,1.4738095238095243,44.6,2.4,-0.014102050472614897,1.1474526431343932,Cochem-Zell,7.3,58.6,3.9,180.0,2707.0,42.418333333333294,76.8,81.3,2071.8,86.6,788.2,515.0,1.2,90.0,51.6,71.7,28.2,56.5,93.575,1.9877101663047076,-1.729375399836802,4.0,64187.0,8304.0,0.12937199121317403
7137,1.2055555555555548,43.5,2.3,-0.011078947518059218,0.9586692316199239,Mayen-Koblenz,5.8,45.9,5.1,318.0,2794.0,20.105,78.4,82.8,2212.2,79.7,1520.5,659.0,2.7,258.0,56.1,46.8,24.3,51.3,87.63,0.4848798545465331,-0.10138343839352494,4.0,210308.0,24847.0,0.11814576716054499
7138,1.3166666666666664,43.6,2.3,0.003402959456399473,0.9944127082782657,Neuwied,7.6,46.7,5.9,457.0,2945.0,29.3833333333333,77.8,82.1,2361.9,78.8,1548.2,673.0,1.8,286.0,57.4,84.3,29.1,50.5,90.8444444444444,0.682140400329993,-0.526107034296466,4.0,180672.0,21723.0,0.120234458023379
7140,1.2286770140428676,43.7,2.4,0.006079279702098672,1.0271053499960068,Rhein-Hunsrück-Kreis,5.0,52.5,4.6,219.0,2830.0,39.146666666666704,78.4,82.3,2232.0,87.0,857.8,618.0,0.0,103.0,56.9,43.6,25.9,55.2,91.3428571428571,1.7497812794728684,-0.37496720846231035,4.0,102322.0,12254.0,0.119759191571705
7141,1.4437499999999996,44.4,2.3,-0.007033093970519958,1.0160162838551288,Rhein-Lahn-Kreis,6.1,56.3,4.3,353.0,2839.0,30.5483333333333,77.5,82.2,2210.5,85.4,1285.7,585.0,0.5,155.0,61.7,82.9,30.1,52.4,88.0875,1.011575578525492,-0.845006193967095,4.0,123203.0,15750.0,0.127837796157561
