districtId,Minijob,Zahnarzt,Krankenhausbetten,Hausarzt_je_EW,Grundsicherung,Soziooekonomische_Lage,Breitband,Baulandpreise,Facharzt,Tanken,Bevoelkerung_Auslaender,Schulabg_Hochschulreife,Wanderungen,GrosseZentren,Nahversorgung,vorschule,Lebenserwartung_maennlich,Wohnflaeche,Lebenserwartung_weiblich,Bevoelkerungspotenzial,Schulabg_ohne,WissensintensiveIndustrien,ALQ_gemittelt,Steuerkraft,BIP,ambulantePflege,SuV_Anteil,stationaerePflege,Schulden,Pflegegeld,BeschaeftigteOhne,ALQ,Laendlichkeit,Einkuenfte,LuW_Anteil,Thuenen-Typologie,SuV_Veraenderung,BeschaeftigteAkademisch,Bevoelkerungsdichte,Apotheke,Pflegedienst,Ein_Zwei_Fam_Haeuser,Polizei,Bevoelkerung_insgesamt,Wohnungsleerstand,Hausarzt,Siedlungsdichte,Freiflaeche,Natuerliche_Bev_Entwicklung,Lohn,Grundschule,Krippenkinder,district_name
6432,26.3,3.76333333333333,18.6,49.3,17.9,-1,98.5,249.7,8.19086683654209,5.04333333333333,11.5,32.6,5.5,15.0766666666667,3.54166666666667,95.2,79.8,46.4,83.7,697,5.5,11.2,4.9,802,25200,23.3,18.7,21.6,1683.1,55,13.7,4.8,-0.17,2947,79.3,3,,11.2,437,4.14583333333333,4.90166666666667,249.7,8.15,1.6,35,3.60166666666667,2334.5,82.4,,2506.8,,24.8,LK Darmstadt-Dieburg
6433,20.1,3.68416666666667,39.6,51.4,25.5,,99.2,267.5,8.76170601475765,4.34,18.4,28.7,9.8,14.6591666666667,3.765,92.7,78.9,42,83,859,5.9,22.2,5.9,785,41000,16,23.3,24.5,4252.2,59.6,12.4,6.1,-0.72,3548,70,5,,15.8,576,3.5525,5.585,267.5,6.55,3.2,31.6,3.84416666666667,2465.6,78.4,,3017.9,,20.2,LK Groß-Gerau
6434,19.4,3.71166666666667,48.8,57.6,21.9,,99.1,447.3,9.0567189571838,5.09666666666667,13.4,47.3,6.9,22.2,4.10333333333333,93.3,80.9,48.6,84,739,3.2,9.9,4,1142,43000,19.3,19.2,31.5,4402.9,49.2,9.8,4,-0.45,3709,79.7,5,,22,479,4.40833333333333,6.105,447.3,7.71666666666667,1.7,32.5,3.75166666666667,2491.1,82.3,,2949.2,,34.5,LK Hochtaunuskreis
6532,22.6,4.32,71,66.4,25.9,-0.63,94.8,98.3,12.1324911865086,5.62,8.1,27,0.7,18.7716666666667,4.39333333333333,94.3,78.6,48.7,83,344,4.7,16,6.2,767,31000,22.3,16.6,24.3,2919.5,53.4,13.2,6,0.58,3122,81.5,2,,9.6,236,5.02666666666667,6.03333333333333,98.3,10.15,-0.6,38,4.07166666666667,1418.3,84.3,,2600.3,,25.7,LK Lahn-Dill-Kreis
6435,22,4.87166666666667,41.5,56.9,27.2,-0.83,96.3,165.3,12.677852604377,5.60166666666667,12,30,6.1,26.4633333333333,4.48666666666667,93.5,79,46.1,83.4,381,4.8,8.1,5.3,768,30800,16.1,15.9,24.2,3632.6,59.7,12.4,5.1,0.2,3015,82.3,3,,10,292,5.34333333333333,6.685,165.3,10.3166666666667,1.4,41.3,4.55666666666667,1839.4,85.3,,2585,,25.8,LK Main-Kinzig-Kreis
6436,17.5,2.42,29.3,55.7,22.2,,98.1,423.4,6.5502828334304,3.3125,13.4,38.8,7,7.76333333333333,2.9975,95.9,80.5,46.1,84.3,1021,3.6,4.9,4.4,1430,48100,22.3,32.1,21.8,3166.5,55.9,10.1,4.2,-1.11,3892,65.7,5,,23.7,1034,2.97666666666667,4.10833333333333,423.4,5.8,2.3,25.1,2.45333333333333,3217.4,71.2,,3118.9,,33.8,LK Main-Taunus-Kreis
6437,27.3,7.34,43.8,60.4,19.5,0.1,98.9,88.3,14.45000936921,7.68333333333333,11.2,32.6,1.9,38.1616666666667,6.535,92,78.2,49,82.2,440,5.4,8.3,5.8,603,25000,13.9,10.7,32.4,2495.7,53.7,16.2,5.7,0.54,2792,88.5,1,,7.5,154,7.32833333333333,8.60666666666667,88.3,11.05,-0.7,54,6.89,1443,89.9,,2360.5,,25.3,LK Odenwaldkreis
7111,18,3.33333333333333,157.1,63.7,50.7,,97.9,,7.77989054478038,3.77666666666667,9.6,45.2,11.1,2.19833333333333,3.67333333333333,95.9,77.9,44.7,82.4,429,5.9,5,6.9,959,66300,19.6,36.5,40.6,3915.5,39.7,12.2,6.8,-0.8,3171,57.3,5,1,11.8,1060,3.15666666666667,5.53833333333333,,6.23333333333333,3.2,39.5,3.135,2905.5,69,-2.58,2715.9,2.73333333333333,29.6,SK Koblenz
6439,27.8,5.695,45.1,56,18.2,-0.88,93.7,227.7,12.4289267846189,6.87916666666667,9.3,39.2,5.3,21.6783333333333,5.65583333333333,96,79.6,49.4,83.1,529,5,9.7,4.4,776,23400,24.2,13.2,26.1,4471.4,49.7,11.4,4.4,0.1,3008,84.6,3,,13.4,224,6.1625,7.18166666666667,227.7,9.38333333333333,0.9,40.5,5.09166666666667,1699.5,87.8,,2397,,31.5,LK Rheingau-Taunus-Kreis
6531,25.3,3.77166666666667,87.4,63.5,33.8,-0.85,88.1,137.1,10.3256026269853,4.925,9.1,39,9,12.5066666666667,3.71166666666667,92.7,79.1,46.5,83.3,346,4.1,8.8,7.1,665,31600,22.2,18.2,23.4,2662.3,54.4,12.9,6.8,0.24,3063,79.9,3,,13.5,304,4.5275,4.76916666666667,137.1,9.78333333333333,2.9,38,3.64166666666667,1670.2,83,,2508.6,,32.2,LK Gießen
9563,18.3,2.44833333333333,66.7,63.4,34.8,,99,274.3,6.20190350474441,3.39666666666667,15.7,30.8,13.9,1.41333333333333,2.74333333333333,89.9,77.1,41.6,81.9,656,7.1,9.1,6.9,751,31500,14.3,46.4,44.7,1994.7,41,13.6,6.7,-1.72,3086,47.4,5,2,12.5,1918,2.72166666666667,3.53333333333333,274.3,5.25,4.2,37.1,2.53666666666667,4130.8,58.6,-0.55,2737.3,2.46666666666667,24.8,SK Fürth
6533,25.4,4.22666666666667,57.3,61,24.4,-0.29,97.6,102.2,11.825568863011,5.05666666666667,8.7,29.7,2.4,27.8675,4.50416666666667,95.7,77.8,50.2,82.2,403,4.3,7.4,5.8,654,26600,20.3,17.2,22.8,2091.9,56.9,11.6,5.6,0.51,2816,80.3,1,,9.7,231,4.62666666666667,5.76583333333333,102.2,10.35,-0.1,48.9,4.42,1343.8,83.9,,2478.2,,28.1,LK Limburg-Weilburg
6534,22,4.70666666666667,67.1,62.1,23.4,-1,97.6,75.3,11.8204424168844,6.99833333333333,8.1,37.7,1.6,14.965,4.805,96.4,78.3,47.2,83.3,239,4.9,11.5,4.8,804,33700,26.3,13.9,22.7,1630.8,51,13.7,4.2,0.54,3130,84.4,2,,12.4,191,4.91333333333333,6.63833333333333,75.3,8.96666666666667,0,35,4.57666666666667,1377.8,86.9,,2569.8,,30.1,LK Marburg-Biedenkopf
6535,25.7,6.35,64.5,62.4,15.6,-0.01,33.9,40.5,13.8830314513141,8.235,4.1,27.5,-2,29.1516666666667,5.42666666666667,92.9,77.4,53.1,82.9,189,4.3,6.7,5,580,24000,21.1,10.3,21.7,2759.5,57.2,11.5,4.3,1,2794,88,1,,6.9,73,7.24333333333333,7.7925,40.5,10.95,-2.1,53.5,5.785,704.7,90.2,,2354.8,,27.2,LK Vogelsbergkreis
6611,18.5,2.25,132.9,69.8,65.3,,97.9,159.2,5.25693663406683,3.29083333333333,13.5,36.6,5.9,1.5,2.35083333333333,92.6,77.5,41,82.9,401,7.6,8,10.1,825,48200,32.7,60.1,22.4,2678.6,44.9,10.8,9.8,-1.3,3245,37,5,0.9,16.1,1824,2.54666666666667,2.64333333333333,159.2,4.98333333333333,1.5,43.3,2.41083333333333,3032.7,51.9,-1.55,2679.5,2.11666666666667,31.7,SK Kassel
6631,22.2,6.04166666666667,66.8,66.3,23.2,-0.78,84.9,69.1,15.5079240067609,5.7025,5.7,27.9,2.8,16.8758333333333,5.35333333333333,95.5,79.2,48.5,83.9,168,3.9,6.4,3.9,652,34400,17.1,14,25.7,1551,57.2,10.6,3.5,0.68,2772,83.7,2,,9.3,157,6.08833333333333,6.97333333333333,69.1,10.8833333333333,0.6,48.5,5.30833333333333,1121.2,86.9,,2544.1,,24.4,LK Fulda
6632,18.4,6.92833333333333,81.8,68.7,19.5,-0.43,46.5,37.6,15.8709380145347,8.29,5.5,27.1,1.4,40.4983333333333,5.625,91,77.9,50.4,82.7,156,3.6,7.4,5.2,667,34600,18.3,12.1,21.4,3701.9,60.2,9.5,4.9,0.89,2716,86.3,2,,7.5,109,8.495,9.35166666666667,37.6,12.55,-1.1,52.2,6.14166666666667,898.8,88.4,,2671.9,,28.4,LK Hersfeld-Rotenburg
6633,20.3,5.05833333333333,40.7,60.8,17.4,-0.75,68.3,75.1,11.5059773241678,6.39333333333333,4.5,27.2,3,19.5133333333333,3.87,96,78.4,49.9,82.8,252,3.8,29.6,5.1,728,27200,21.5,13.9,28.6,2675.1,49.9,8.8,5.1,0.63,3300,84.4,2,,7.8,181,5.305,5.21666666666667,75.1,8.78333333333333,-0.5,32,4.16333333333333,1295.4,87,,2783.9,,30,LK Kassel
6634,22.8,5.39166666666667,35.8,60.2,18.6,0.15,39.9,54,13.1066066700439,5.87,4.6,34.8,1.1,31.105,4.7,95.5,77.6,51.1,82,191,5.9,4,5.2,555,28300,21.5,12.1,26.2,3128.1,52.3,11.1,5.2,0.85,2847,84.5,1,,7.5,117,5.67833333333333,6.22833333333333,54,10.8666666666667,-1,51.5,5.16166666666667,961.5,88.4,,2605.9,,28.2,LK Schwalm-Eder-Kreis
6635,20.5,5.755,103,63.9,19.5,0,61.9,47.3,12.771746242809,6.66,5.4,27.8,-0.1,35.9583333333333,4.775,96.6,78.2,51.3,82.7,172,6.2,4.5,5.2,628,32200,19.1,10,30.7,2733.2,50.2,12,4.9,0.87,2890,87.8,1,,7.4,85,5.93,8.22833333333333,47.3,10.7833333333333,-1.1,46.9,5.16166666666667,847.1,90.6,,2505.4,,25.4,LK Waldeck-Frankenberg
6636,22.3,6.445,59.6,68.9,19.9,0.57,62.2,37.5,14.927217324453,7.655,4.1,26.1,1.4,41.8175,5.465,93.4,76.7,51.2,82,186,5.6,7.4,6.8,501,23700,22.5,11.4,23.2,4058,54.3,9.1,6.6,0.83,2688,86.1,1,,7.3,98,6.71833333333333,7.0375,37.5,10.3,-1.6,66.1,5.83,858.5,89.2,,2281,,29.4,LK Werra-Meißner-Kreis
7131,30.1,6.815,71.9,53.7,17.2,-0.22,45,93.7,15.6551585870197,6.76,6.8,39.1,5.6,32.24,6.31166666666667,97,79,52.2,82.8,372,3.5,9,4.2,584,23200,20.6,13.6,28.7,1284.6,50.7,11.8,4.2,0.53,2753,84.3,1,,7.8,161,7.595,8.965,93.7,12.4666666666667,0.5,48,5.7425,1179.1,88.1,,2152.7,,31.8,LK Ahrweiler
7132,28.6,5.48,30,64.7,15.3,0.29,70.2,43.6,12.4386828703704,6.60666666666667,5.4,26.1,-1.1,31.92,5.05333333333333,92.6,77.3,51.1,81.8,398,4.7,15.4,5.6,559,24500,17,15.7,27.1,2854.5,55.9,13.3,5.5,0.68,2854,83.1,1,,6.6,200,5.7875,6.95583333333333,43.6,8.8,-1.3,48.9,4.93583333333333,1270.4,85.7,,2151.5,,25.7,LK Altenkirchen
7211,22.3,4.615,156.2,64.5,52.4,,99.2,,8.29757297008547,5.615,10.5,40.8,7.1,1.8225,4.47,94.1,77.9,43.7,82.5,284,5.2,3.2,5.8,633,41100,20.7,31.5,38.1,6090.8,41.2,11.9,5.6,-0.59,2992,64.6,5,1.2,13,926,4.13,5.76166666666667,,7.83333333333333,2.1,33.9,3.79833333333333,2938.7,74.2,-1.15,2358.3,3.08333333333333,33.3,SK Trier
7133,22.3,6.87166666666667,61.5,60.3,22.1,0.09,94.7,137.2,14.2608151536583,7.135,7.7,34,4.2,41.5266666666667,6.28333333333333,97.3,77.8,50.8,82.4,266,4.9,10.9,6.9,574,28100,24.7,14,24.8,2745.2,50.5,13.4,7.1,0.6,2941,84.4,1,,7.9,181,6.89916666666667,9.88833333333333,137.2,12.4166666666667,0.3,46.6,5.215,1291.8,87.8,,2277.2,,29.6,LK Bad Kreuznach
7134,23.1,7.31833333333333,83.3,67,22,0.7,91.4,,15.1209024530356,9.385,4.9,26.5,-1.3,49.3883333333333,6.71833333333333,99.6,76.8,55.8,80.7,198,5,7,6.6,533,26900,16.7,11.1,33.2,4076.9,50.1,13.9,6.9,0.82,2714,87.8,1,,6.2,104,7.385,9.55166666666667,,9.98333333333333,-2.1,65.8,6.31666666666667,930.8,90.1,,2156.4,,27.9,LK Birkenfeld
7312,21,4.24833333333333,121.5,63.7,53.7,,94.4,163.5,8.59555444147356,4.915,11.5,,5.8,2.125,5.36916666666667,97.4,76.4,48.1,81.2,338,,11,10.5,690,44500,13.4,28,41.4,8421.6,45.2,12.1,10.3,,3240,71.2,4,0.4,13,697,5.22166666666667,6.99333333333333,163.5,7.46666666666667,0.4,,4.34166666666667,2490.1,74.8,-3.3,2531.2,3.41666666666667,31.5,SK Kaiserslautern
7135,26.1,7.64583333333333,71.7,51.6,15.3,0.49,93,43.6,16.8619291863708,9.20416666666667,5.2,18.6,1.2,42.4183333333333,6.84,100,76.8,56.5,81.3,180,7.3,2.1,3.9,515,26900,27.2,11.4,28.2,2455.7,44.6,13.5,3.8,0.98,2707,86.6,1,,4.7,90,6.92333333333333,8.47416666666667,43.6,14.95,-1.2,58.6,6.42666666666667,788.2,90.1,,2071.8,,31.8,LK Cochem-Zell
7137,23.7,5.82,46.8,56.1,21.6,-0.27,93.1,110.9,12.5328122847631,7.30166666666667,5.4,23.3,2.7,20.105,5.96166666666667,97.1,78.4,51.3,82.8,318,5.8,5.6,5.1,659,28700,18.8,16.9,24.3,2653.6,57,12.2,4.8,0.44,2794,79.7,4,,7.2,258,6.19833333333333,7.11,110.9,11.1,0.1,45.9,5.29666666666667,1520.5,84.8,,2212.2,,30.5,LK Mayen-Koblenz
7313,22.4,3.60666666666667,189.8,67.5,22.3,,82,233.1,11.5411645299145,5.555,7.6,,9.6,25.325,4.565,100.2,77,47.6,81.6,430,,7.5,5.1,726,38900,36.6,23.7,29.7,2024.6,33.7,14.6,5.2,,2841,75.4,3,0,11,536,4.065,5.35666666666667,233.1,5.88333333333333,2.3,,3.26333333333333,2262.5,79,-1.9,2312.1,2.96666666666667,38.1,SK Landau i.d.Pfalz
7138,22.2,4.68833333333333,84.3,57.4,26.4,0.05,95.8,87.2,12.0485016017722,5.73166666666667,7.1,22.5,1.8,29.3833333333333,4.97,93.1,77.8,50.5,82.1,457,7.6,11.6,5.9,673,28500,19.1,18.5,29.1,2643.2,51.8,12.4,5.9,0.33,2945,78.8,4,,8,286,5.045,5.57333333333333,87.2,10.6166666666667,-0.7,46.7,4.35333333333333,1548.2,83.7,,2361.9,,25.5,LK Neuwied
7314,14,2.77416666666667,123.4,61,39.9,,99.6,288.3,4.81105210072343,3.02916666666667,22.2,34.3,9.7,1.50833333333333,2.56083333333333,93.5,77.7,40.9,82.6,862,9.7,39.9,9.4,1117,74300,19.3,61.2,30.3,6985.7,50.4,10.5,9.1,-1.88,4330,33.1,5,0.9,16.6,2113,2.40583333333333,3.53833333333333,288.3,4.8,3.3,45.8,2.44083333333333,3454.1,48.4,-0.12,3630,2.36666666666667,25.2,SK Ludwigshafen
7141,27.1,6.21166666666667,82.9,61.7,17.7,0.1,80.8,78.7,14.6927349329909,7.84833333333333,5.9,31.4,0.5,30.5483333333333,5.90666666666667,99.4,77.5,52.4,82.2,353,6.1,8.4,4.3,585,24000,18.1,12.1,30.1,2459.5,51.8,13.2,4.3,0.55,2839,85.4,1,,6.8,155,6.16333333333333,9.545,78.7,13.1666666666667,-0.9,56.3,4.90833333333333,1285.7,89.4,,2210.5,,30.5,LK Rhein-Lahn-Kreis
7143,27.6,4.84833333333333,26.8,56.7,15.2,-0.06,98.3,66.1,10.1458313587982,4.83333333333333,6.7,20.9,1.5,30.6133333333333,4.54666666666667,96,77.9,53.1,82.8,349,6.4,6.3,4.2,651,30900,20,16.4,29.5,1000.4,50.5,12.3,4,0.66,2810,80.9,1,,6.1,201,5.455,6.575,66.1,9.73333333333333,-0.3,43.8,4.215,1228.5,85.5,,2244.2,,26.8,LK Westerwaldkreis
7231,23.3,7.69333333333333,44.7,59.5,17.6,-0.09,78.7,58.7,15.4659763207044,9.04666666666667,6.6,26.5,2.4,33.97,7.30333333333333,100.8,78.5,55.6,83.2,163,6.9,6.1,3.7,614,29000,29.3,11.2,26.8,2858.4,43.9,13.2,3.9,0.96,2759,87,1,,5.6,95,7.61666666666667,8.84083333333333,58.7,12.15,-0.2,51.1,6.33,849,90.1,,2210.6,,29.7,LK Bernkastel-Wittlich
7232,25.6,8.4,69.4,50.8,12.9,-0.03,56.6,49.5,16.3635758294373,12.4033333333333,8.9,32.4,4.6,48.2966666666667,7.29,98.5,77.5,58.3,82.3,129,4.1,7.5,3.2,504,25200,27.4,9.7,21.9,2842.5,50.8,12.2,3.3,1.12,2901,89.5,1,,5.7,59,8.02166666666667,11.56,49.5,16.5666666666667,0.7,47.1,7.68666666666667,612.5,91.5,,2245.4,,30.5,LK Bitburg-Prüm
7315,20.6,2.48,108.5,59.9,38.7,,99.8,661.9,5.88257727173438,3.33583333333333,15.7,47.2,8.4,1.67416666666667,2.5525,97.2,79.5,41.3,83.5,870,2,1.9,6.1,825,54600,21.1,50.3,34.7,5433.8,44.1,12.5,6.4,-1.96,3410,44.8,5,2.1,19.7,2118,2.8375,3.435,661.9,6.51666666666667,3,21.8,2.31583333333333,4206.2,56.5,0.85,2831.7,2.48333333333333,29.3,SK Mainz
7233,26.7,7.53,34.4,59.2,16.1,0.18,72.4,26.2,16.1943920526558,8.11833333333333,5.2,30,-0.8,52.125,7.39833333333333,98.8,78.2,57.5,81.8,151,5.3,7.1,4.6,556,28300,20.3,11.1,27.2,3698.4,52.5,11.6,4.7,1.08,2743,87.6,1,,5.7,67,8.005,8.6,26.2,13.6666666666667,-1.2,48.6,6.68,600.6,90.5,,2150.6,,25.7,LK Vulkaneifel
7235,31.1,6.36833333333333,25.5,53,14,0.1,84.4,106.1,13.2698501954544,10.3883333333333,7.4,26.6,5.5,18.8991666666667,6.15666666666667,97.1,78.9,54.6,83.6,235,6.7,8.8,3.5,450,18500,22.5,12.6,31.6,2620.8,45.9,12.5,3.6,0.82,2729,85.9,1,,5.3,132,6.5325,8.815,106.1,11.6166666666667,1.2,38.3,5.66333333333333,1048,90,,1856.2,,38.8,LK Trier-Saarburg
7311,19.7,3.49,66,58.7,31.6,,99.8,187.9,5.67474163385827,4.34333333333333,13.9,,9.3,5.51083333333333,3.38083333333333,95.5,77.1,44,81.7,752,,22.2,7.1,676,32700,14.5,36.4,36.4,4357.1,49.1,13.3,7.2,,3445,61.3,5,2.9,13.4,1091,3.2,4.3275,187.9,4.56666666666667,2.4,,3.13833333333333,2996,68.7,-2.55,3035.8,2.55,19.8,SK Frankenthal
7316,24.2,4.18666666666667,80.3,70.4,21.4,,82.1,235.3,8.63812755885363,5.17416666666667,7.7,,5.2,20.5983333333333,4.03,100.4,78.2,50.5,81.4,504,,3.1,6,669,28700,29.3,19.6,25.2,1689.2,45.5,12.5,5.6,,2745,79.4,4,-2.3,8.5,449,4.72416666666667,5.56083333333333,235.3,7.16666666666667,0.5,,3.90416666666667,2295.2,83.6,-3.65,2205.5,3.08333333333333,30,SK Neustadt a.d.Weinstraße
7318,18.8,3.63833333333333,126.6,62.2,30.7,,99.6,187.4,5.6591770361991,3.40333333333333,11.9,,4.5,16.4383333333333,3.16166666666667,95.1,76.7,44.6,80.7,696,,7.7,6.5,880,48800,15.3,44.5,48.2,3604.4,36.5,14.1,6.4,,3176,42.7,5,0,11.1,1170,3.23166666666667,3.74166666666667,187.4,5.56666666666667,0.3,,3.91333333333333,2632,61.4,-3.18,2579.4,3.35,33.4,SK Speyer
7319,19.4,3.575,80.7,59.3,36.1,,98.5,196.3,8.50370248341402,3.98,13.1,,6.7,16.9066666666667,2.99666666666667,96.6,77.7,44.9,81.7,644,,11,8.2,683,34800,24.3,29.9,33.5,4950.8,42.2,18.4,8.4,,2966,65,4,1,8.7,745,3.285,5.02666666666667,196.3,7.88333333333333,1.9,,3.18833333333333,2493.9,74.9,-1.73,2411,2.7,19.9,SK Worms
8311,21.6,3.25666666666667,101.3,90,47.1,,90.1,624,7.83700638734445,4.50666666666667,14.8,48.1,12.3,2.6575,3.42416666666667,97.9,79.5,38,84,499,5.2,5.6,6.1,800,46600,22.6,31.9,35.6,638.2,41.8,13.1,6,-1.34,3267,66.3,5,3.4,22.4,1452,3.34166666666667,4.04416666666667,624,4.96666666666667,3.7,22.6,3.52083333333333,4546.7,71.8,2.35,2532.7,2.8,41.9,SK Freiburg i.Breisgau
7331,26.9,4.13833333333333,49.3,58.7,18.7,-0.26,96.3,141.5,10.2555193055704,6.43,6.8,30.6,3.4,22.8583333333333,4.01,97,78.5,50.8,82.5,512,4.5,4.8,4.6,603,23700,27.3,15.1,23.1,2551.4,49.5,13.2,4.4,0.14,2800,82.9,4,,9.2,214,4.56833333333333,6.42666666666667,141.5,9.58333333333333,0.7,40.5,3.405,1415.6,86.7,,2251.7,,32,LK Alzey-Worms
7332,27.2,4.85,38.7,52.5,13,-0.02,88.4,193.4,12.7645133792456,6.57166666666667,6.5,38.4,5.4,19.4041666666667,6.14833333333333,98.6,78.3,53.2,82.5,481,7,3.9,4.2,641,20200,18.7,12.9,33.3,3389.7,47.9,13.3,4.1,0.2,2797,86.3,4,,7.9,221,5.05333333333333,7.30416666666667,193.4,8.6,0.5,43.8,4.68,1708.4,89,,2105.6,,33.5,LK Bad Dürkheim
7336,29.8,5.96166666666667,0,62.1,10.7,0.74,91.2,60.4,15.1813569199706,7.80083333333333,4,20.2,-2,26.8816666666667,5.60583333333333,95.1,76.3,60.5,81.1,255,5.4,4.2,5.2,450,15400,22.3,12.2,24.9,6241.9,52.9,13.6,4.9,0.93,2716,86.7,1,,5.3,124,5.92333333333333,8.79666666666667,60.4,9.66666666666667,-2.2,64,4.90583333333333,1013.3,89.3,,1983.7,,26.4,LK Kusel
7333,22.2,5.695,23.7,56,14.7,0.31,87,89.4,12.9452453640886,7.49,5.9,26,-0.1,28.8383333333333,5.785,98,76.2,53.1,81.1,336,6.1,22.8,5.5,631,25000,18.1,10.8,34.6,5206.2,47.4,13.8,5.5,0.75,3197,88.1,1,,8.9,116,6.55916666666667,9.46833333333333,89.4,10.65,-1.1,53.9,5.165,1072,90.4,,2348.9,,30.2,LK Donnersbergkreis
7334,18.8,4.08166666666667,25.3,54.6,20.2,-0.82,89.2,185.2,9.58362409215712,5.19,9.9,24.5,5.2,18.7783333333333,3.935,99.7,78.4,48.8,82.9,497,5.1,34.1,4.6,682,33700,17,15.9,25.3,2171.7,57.7,14.4,4.5,0.16,3623,78.5,3,,7.7,273,4.23666666666667,7.24,185.2,9.11666666666667,1.6,30.5,3.52333333333333,1711,85.6,,2867.6,,31.1,LK Germersheim
7335,24.8,4.74333333333333,53.2,59.5,13.6,0.09,90.2,105.8,11.8011593531356,6.4475,6.1,38.3,-0.3,12.875,5.39916666666667,105.9,78.2,66.8,82.8,296,5.7,4.2,5.6,542,19800,28.6,14.7,22.9,4379.3,48.4,12.3,5.7,0.34,2736,84.5,4,,4.9,163,4.76166666666667,9.38,105.8,12.8666666666667,-0.6,51.7,4.39666666666667,1110.8,86.8,,2024.6,,34.9,LK Kaiserslautern
7337,24.7,4.99166666666667,62.5,62,14,-0.39,82,144.8,10.6254553226286,6.495,5.4,36.2,5.7,30.6383333333333,5.025,98.4,78.9,53.4,83.2,388,5.4,9.7,4.1,599,22900,19.4,12.3,20.8,1576.3,59.9,12.6,4.1,0.39,2779,86.8,3,,8,172,5.08,7.69833333333333,144.8,8.13333333333333,1.3,41.5,4.25666666666667,1392.9,89.4,,2195.4,,31.5,LK Südliche Weinstraße
7338,27,3.02666666666667,0,52,9.5,,98.4,249,7.72569666426067,4.51666666666667,8.1,32.6,8,10.7016666666667,3.09333333333333,97.2,79.4,51,83.5,697,4.1,2.6,3.7,663,16200,23.6,22.2,25.3,1336.7,51.1,13.7,3.6,-0.45,2695,71.5,5,,7.8,492,3.21833333333333,4.94333333333333,249,7.25,1.8,30.1,3.00833333333333,2216.4,81,,2088.8,,34.3,LK Rhein-Pfalz-Kreis
8115,19.6,3.08,29.4,55.8,15.2,,98.6,376,8.06210014185469,4.40833333333333,15.3,34,6.5,16.8483333333333,3.25,96.4,81.2,43.9,84.5,745,4.2,30.9,3.8,1103,57800,19.2,22.6,29.9,501.3,50.9,13.3,3.5,-0.52,4287,76.1,5,,18.2,606,3.37833333333333,5.06083333333333,376,4.63333333333333,2.7,38.6,3.16666666666667,2676.2,79.8,,3360.5,,26,LK Böblingen
7339,24,3.535,17,58.7,16.3,-1.35,97.7,221.9,9.96721172354594,5.94333333333333,7.3,37.7,5.7,18.5183333333333,3.94333333333333,98.7,79.9,50.6,83.7,551,4.6,19.2,4.3,1126,30600,18.3,18.7,28.5,1264.7,53.1,11.7,4.1,0.07,3158,77.7,3,,14,338,4.06,6.41,221.9,10.15,1.6,36.7,3.40333333333333,1809.7,83.7,,2733.9,,40.2,LK Mainz-Bingen
8111,15.4,2.43,84.7,57.5,41.3,,99.4,917.3,4.53554101582057,2.825,22.8,43.8,10.4,1.38833333333333,2.40666666666667,93.8,80.3,37.4,84.5,1336,4.9,13.6,5.8,1140,78800,21.5,51.6,36.7,38.4,41.8,12.3,5.7,-2.64,4055,46.9,5,0.3,26.9,2954,2.50333333333333,3.06166666666667,917.3,2.88333333333333,3.6,37.7,2.305,5728.9,55,1.2,3359.5,2.08333333333333,36.2,SK Stuttgart
8116,21.7,3.16666666666667,38.8,53.2,16,,98.1,329.1,8.72106792596598,4.44833333333333,14.5,33.2,7,18.6933333333333,3.155,95.9,80.6,42.8,84.4,792,3.9,23.7,3.9,927,37400,23.9,24.7,29.1,642.7,47,13.6,3.5,-0.72,3544,73.6,5,,14.8,806,3.44833333333333,4.98166666666667,329.1,5.16666666666667,2.3,39.5,3.02333333333333,3260.1,77,,2884.3,,25.5,LK Esslingen
8117,22.5,4.78166666666667,53.1,53.6,17.3,-1.06,93.8,208.7,10.7069339872963,6.59833333333333,13.3,28.1,4.6,37.5583333333333,4.69833333333333,94.4,79.7,43.7,83.9,483,4.6,16,4.5,788,30800,26.4,16.5,28.2,550.1,45.4,14.8,4.1,0.06,3234,82.3,3,,10,389,4.88,6.73,208.7,5.95,1.2,51.6,4.56833333333333,2354.5,84.4,,2649.7,,20.4,LK Göppingen
8118,20.9,3.17166666666667,33.3,51.3,14.3,,95.5,303.7,8.06396385487114,4.10333333333333,15.3,33.8,7.7,18.7608333333333,3.07583333333333,96.3,80.3,42.6,84.8,828,4.5,18.4,4,958,40700,22.7,24.3,31.1,318.3,46.2,14.2,3.7,-0.75,3455,73.3,5,,16.1,766,3.52333333333333,5.43,303.7,4.38333333333333,2.8,38,3.02166666666667,3152.7,77.4,,2915.1,,27.1,LK Ludwigsburg
9163,20.7,2.3,102.2,72.3,39.8,,99.9,491,4.96160615079365,2.75916666666667,17.6,,6,1.14333333333333,2.14583333333333,89.6,78.2,40.6,82.9,298,,10.7,5.2,911,46000,22.7,40.7,29.7,1400.5,47.5,11.4,5.1,,3131,54,3,4.2,13.3,1636,2.63,3.86416666666667,491,4.05833333333333,2.3,,2.42,4015.2,61.8,-0.1,2547.6,2.2,25.6,SK Rosenheim
