districtId,district_name,Schulabg_ohne_Abschluss,Schulabg_Hochschulreife,Wohnungsleerstand,ALQ_gemittelt,Bev_Potenzial,Einkommen,Distanz_grosse_Zentren,Lebenserwartung_Maenner,Lebenserwartung_Frauen,Lohn,Landw_Forstw_Anteil,Siedlungsdichte,Steuerkraft,Bev_Wanderung,ambulante_Pflege,Baulandpreise,Beschaeft_ohne_Berufsabschluss,Auslaender_Anteil,Bev_Entwicklung,Bev_Dichte,Breitband,Distanz_Grundschulen,Grundsicherung_Anteil,Hausarzt_pro_EW,Krankenhausbetten,Krippen_Quote,Pflegegeld,stationaere_Pflege,Grundschule_Quote,Wohnflaeche,Ein_Zwei_Fam_Haeuser,Nat_Bev_Entw,Strassen_Verkehr_Veraend,Dist_Apotheke,Beschaeft_akademisch,BIP_2014,Dist_Facharzt,Freiflaeche,Dist_Hausarzt,Minijob_Anteil,Dist_Lebensmittel,Dist_Pflegedient,Dist_Polizei,Kommunale_Schulden,Strassen_Verkehr_Anteil,Dist_Tankstellen,Wissensintensive_Industrien,Dist_Zahnarzt
3153,Goslar,6.7,27.6,69.7,9.2,195,2727,25.0266666666667,77.1,82.1,2224.1,87,1305.9,542,2.7,19.5,45.4,9.3,6,-1.7,142,49.2,4.75,28.2,64.1,80.4,31.6,41.2,39.3,96.9,51.2,83.9,-9.28625,2.06,4.94833333333333,9.4,25300,12.8546955128205,90.1,5.48666666666667,21.5,4.78166666666667,8.34166666666667,5.58333333333333,1114,10.9,6.14666666666667,8.3,5.54833333333333
3154,Helmstedt,5.6,34.4,69.5,7.8,228,2536,13.73,76.1,81.2,2122,84,1118.8,503,4.5,19.8,75.3,10.1,4.4,0,135,81.4,4.51666666666667,17.7,51.7,85,33,40.5,39.7,93.6,51.3,89.6777777777778,-7.91888888888889,-0.271428571428571,5.50166666666667,7.8,19700,12.4719982011575,88.9,5.52833333333333,20.8,5.5,6.82666666666667,5.08333333333333,3685.7,12.1,5.61,5.8,5.10333333333333
3155,Northeim,5.2,35.9,64.9,7.3,205,2757,30.6791666666667,77.3,82.1,2229.1,87.2,914.5,577,-0.9,27.4,42.8,10.2,4.1,-1.9,106,69.8,5.16666666666667,17,79.2,33.4,27.9,42.5,30.1,93.8,52,90.0181818181818,-6.36909090909091,1.25,6.28916666666667,8.7,25600,14.3411349114656,89.4,5.4925,20.7,6.65583333333333,8.86833333333333,6.51666666666667,1895.7,11.6,8.27666666666667,7.2,6.11666666666667
3157,Peine,3.9,33.3,39.6,6.4,387,2800,16.555,77.6,82.1,2150.1,79.3,1362.8,577,3.8,20.7,83.2,12.9,5.2,0.3,244,81.6,3.33333333333333,19.8,52.1,23.9,27.9,45.5,33.8,93.7,50.1,92.825,-3.72,1.3375,4.96666666666667,7.5,20700,10.6504597868782,83.8,5.17,24.4,4.035,6.68666666666667,5.35,1504.6,17.9,5.84833333333333,3.8,4.02666666666667
3158,Wolfenbüttel,3.8,27.6,71.85,6.5,300,2786,12.8766666666667,78.1,82.2,2094.6,86.5,1379.6,599,3,20,115.7,9.4,4.1,-0.3,166,95.5,3.98333333333333,21.4,47.5,24.7,30.2,46.4,33.6,95.5,51.2,91.65,-4.82375,2.52727272727273,5.165,10.6,18500,14.324006304228,89.3,5.33333333333333,25.1,4.92166666666667,7.44666666666667,5.58333333333333,1567.9,12,6.78666666666667,4.7,5.395
3159,Göttingen,4.65,37.05,53.3,7.85,199.5,2888.5,27.23125,77.25,82.2,2330.5,85.4,1296.9,599,1.4,22.1,50.45,9.95,5.5,-1.1,170,70.9,4.70833333333333,23.9,68.95,91.9,32.35,40.65,37.25,94.15,49.6,87.9636904761905,-6.89494047619048,0.854166666666665,6.22333333333333,11.55,30400,13.4857669964332,88.45,4.75958333333334,19.2,5.43625,9.81291666666667,7.09166666666667,2057.5,12.75,7.22833333333334,6.45,5.38958333333333
3241,Region Hannover,4.9,41.6,33,8.5,468,3194,17.4066666666667,78.4,83.4,2682.2,73.5,2216.4,814,6.9,23.6,166.1,11.3,10.6,2,492,93.4,3.51666666666667,43.1,59.5,62.6,30.6,43.2,33.2,94.1,45.2,85.9,-2.88809523809524,3.03809523809524,4.865,15,40400,10.3350606217933,80.6,4.475,18.5,4.03666666666667,7.10666666666667,6.1,2529.8,22.2,5.255,8.1,4.43166666666667
3251,Diepholz,4.4,30.3,31.2,4.6,227,2669,44.7391666666667,78.2,82.8,2074.2,84.5,837.3,736,4.4,25.7,64.7,11.4,5.1,0.6,106,69.1,6.46666666666667,21.5,47.8,22.9,28.1,45.4,28.9,92.8,51.6,93.9933333333333,-4.156,2.22,7.47083333333333,6.9,26600,16.023169847078,88,6.485,26.9,5.75333333333333,8.37416666666667,8.2,739.9,12.7,8.09833333333333,9.4,6.67666666666667
3252,Hameln-Pyrmont,6.5,32.8,60.7,8.3,310,2970,40.9058333333333,76.9,82.1,2372.5,83.9,1302.8,622,1.4,25.3,57.7,11.2,7.2,-1.1,186,53.5,3.88333333333333,27.6,69,75,26.7,41.5,33.3,98.5,51.9,86.9875,-6.99,1.325,5.68166666666667,9.5,31600,12.3840432140818,87.3,5.0475,20.4,4.87416666666667,9.82583333333333,6.36666666666667,1756.4,14.3,6.59583333333333,13.5,5.50833333333333
3254,Hildesheim,5.7,38.1,49.8,7.9,338,2885,15.615,77.3,82.5,2264.8,82.6,1473,604,1.7,24.4,102.4,11.3,5.6,-0.7,228,65.2,4.18333333333333,21.1,63.7,66.8,29.7,42.6,33,95.1,48.8,90.5263157894737,-6.03736842105263,3.18421052631579,5.24333333333333,11.2,25100,13.0617064371361,86.2,5.32166666666667,21.6,4.565,6.85833333333333,5.48333333333333,1897.8,15.5,5.50333333333333,11.3,4.72666666666667
3255,Holzminden,6.6,19.9,72.8,8.3,216,2934,50.4,76.4,80.9,2363.7,87.4,959.2,605,-0.6,27,-99,12.9,4.6,-2.3,103,78.8,4.5,23.9,68.6,29.5,23.8,40.7,32.3,93.1,53.3,88.8833333333333,-8.655,13.1461538461538,6.21666666666667,8.1,26700,15.7110842237586,90.3,5.21333333333333,21.7,5.58333333333333,10.3516666666667,6.61666666666667,1669,10.8,7.335,18,6.53333333333333
3256,Nienburg (Weser),5.9,29.2,43.1,6.2,214,2671,51.695,77.2,82.1,2172.8,84.3,749.3,598,0.8,21,41.7,12.6,4.7,-1.4,86,76.8,5.6,23.2,53.5,26.5,25.6,47.9,31,92.4,51.3,93.11,-4.726,2,8.1275,6,27800,17.3056422079658,89.1,7.23083333333333,22,6.00583333333333,11.4475,7.9,1277.8,11.4,8.69333333333333,3.9,7.34333333333333
3257,Schaumburg,3.5,43.5,57.5,7.6,346,2750,35.0566666666667,77.6,82.6,2127.4,79.9,1283,550,2.8,23.4,-99,11.4,5.7,-0.8,231,92.7,4.05,22.4,61.6,41.2,28.3,39.5,37.1,96.7,51.3,88.65,-6.45583333333333,2.49166666666667,4.92,7.5,22400,10.1789677178935,83.4,4.45833333333333,23.7,4.65166666666667,6.7025,5.23333333333333,1985.1,18,5.08916666666667,7.6,4.94583333333333
3351,Celle,5.6,25.8,42.8,7.9,202,2984,18.8708333333333,77.4,82.6,2346.2,85.1,977.4,615,2.6,21.7,53.9,10.7,5.2,0.1,114,85.7,5.2,27,56.8,36.8,27.8,43.8,34.5,96.4,50.9,93.5,-4.14538461538462,7.77692307692308,6.67166666666667,10.1,26800,16.4427207581945,89.2,6.04,21.8,5.87666666666667,9.95333333333333,6.85,2688.2,11.7,7.34833333333333,6.3,6.10333333333333
3352,Cuxhaven,7,25.6,34.8,6.3,178,2670,27.8316666666667,77.4,82.1,1991.8,84.5,855.8,507,2.8,23.6,45.7,11.9,4.7,-0.7,96,87.2,6.05,16.6,53.9,35.7,28,46.2,30.1,95.1,51.9,94.1538461538462,-5.19076923076923,2.5,7.795,6.3,20400,15.9382264532856,89.5,8.04333333333333,28.4,7.32,11.8816666666667,8.81666666666667,3009.6,11.2,8.43,3.2,7.70166666666667
3353,Harburg,3.2,34.6,21.2,5,454,2632,21.6033333333333,78.9,83.4,2103.7,80.8,1190.5,705,8.8,24.3,84.6,10.3,5.4,2.5,197,91.4,4.05,18.2,47.3,30.5,31.5,45.8,29.9,98.9,50.1,93.1666666666667,-2.21833333333333,3.11666666666667,6.155,7.7,21100,12.3585018550732,84.7,5.65333333333333,26.6,4.91666666666667,7.505,6.58333333333333,803.2,16.5,5.64166666666667,3.7,5.37833333333333
3354,Lüchow-Dannenberg,6.1,26.8,48.6,10.6,71,2485,59.465,76.2,80,1959.7,89.1,491,489,4.3,25.2,-99,8.8,4.4,-0.7,40,22.8,6.1,21.6,69.8,22.6,29.6,43.8,31,97.6,56.2,94.5,-8.90333333333333,7.76,10.245,6.7,22100,17.652942730766,92.2,8.34666666666667,22.5,7.99333333333333,12.8316666666667,9,4053.3,8.1,9.13666666666667,7.8,9.055
3355,Lüneburg,4,37.7,24.9,6.6,207,2728,18.945,77.6,82.7,2165.7,84.1,1175.4,582,7.4,24.1,82.8,11.1,4.5,2,135,27.8,4.86666666666667,26.9,66.2,48.1,36.7,39.4,36.5,98.4,46.8,92.2727272727273,-2.73545454545454,2.46363636363636,7.84833333333333,12,23900,18.4332628865172,89.7,6.12833333333333,22,6.65,10.945,7.58333333333333,2443.2,11.4,8.02,4.7,6.42333333333333
3356,Osterholz,5,34.9,27.2,4.6,358,2580,19.1541666666667,77.7,82,1985.7,80.1,1112,577,5,23.2,69,11.6,4.2,0.6,171,94.4,4.66666666666667,15.7,53.8,19,28.6,43.4,33.5,94.3,50.1,94.7428571428571,-4.12857142857143,2.35714285714286,6.84583333333333,7,17800,13.4904353988265,85.6,6.88083333333333,28,5.81333333333333,8.44166666666667,6.86666666666667,3039.3,15.4,7.96,7.9,6.965
3357,Rotenburg (Wümme),4.9,29.1,29.2,4.6,214,2689,40.185,77.7,82.7,2086.2,87.2,718.4,589,0.9,22.4,48.8,11.7,4.5,-0.2,78,89.8,5.66666666666667,16.9,55,61,22.8,49.5,28.1,93.4,51.5,95.2230769230769,-3.02538461538462,2.91538461538462,8.78166666666667,7,28200,15.14635643348,89.8,7.35666666666667,25.1,6.7,10.445,8.06666666666667,937,10.9,9.14666666666667,4.5,7.86
3358,Heidekreis,6.5,28,41.2,7,173,2757,39.6091666666667,77.4,82.5,2168.7,74.9,768.4,563,2.6,23,45.3,11.6,4.9,0.1,73,83.9,5.65,20,49.9,36.1,28.7,44.9,32.2,96.2,50.4,92.4384615384616,-3.59076923076923,4.51538461538462,7.20333333333333,6.2,29000,13.9672858861522,91.2,6.89,24.4,6.21333333333333,11.0733333333333,6.51666666666667,1565.5,9.5,7.26833333333333,7,7.04833333333333
3359,Stade,4.8,29.2,27.7,6.4,329,2954,74.65,78,82.4,2256.7,79.8,1275.6,650,4.8,20.5,91.3,11.8,5.8,0.9,156,78.1,4.96666666666667,21.6,48.6,46.1,28,49.7,29.8,92.8,48.1,93.7545454545455,-2.34727272727273,3.13333333333333,6.695,8.6,27400,16.2418158473572,88.5,6.1825,24.7,5.53916666666667,9.05,7.36666666666667,1193.3,12.2,9.88166666666667,6.6,6.43333333333333
3360,Uelzen,4,29.3,46.4,7.4,127,2586,33.9,76.7,81.1,2018.3,86.5,721.4,569,3.6,20.5,26.6,10.9,3.7,-0.8,64,20.2,5.11666666666667,16.5,61.6,86.9,30.4,37.3,42.1,95.4,52.8,92.6166666666667,-6.45833333333333,3.28333333333333,7.01666666666667,7.9,24500,14.764435784251,91.7,6.075,21.2,5.77833333333333,11.0716666666667,6.4,1529.7,8.8,8.09333333333333,2.7,6.58333333333333
3361,Verden,4.2,32.8,27.2,5.7,264,2801,24.0433333333333,78.7,82.5,2318,82,1119.5,755,3.9,20.2,93.6,12.6,5.2,1,169,72.5,4.63333333333333,19.9,60.8,19.7,25.5,45.1,34.7,90.5,50.7,92.9625,-2.42125,3.65,6.29833333333333,8.9,28200,13.0441728072261,85.9,5.90333333333333,21.8,5.16166666666667,10.4666666666667,7.3,817.5,15.1,7.48,9,6.08166666666667
3401,"Delmenhorst, Stadt",4.4,30.3,31.2,10.6,513,2724,10.1916666666667,77.3,82.2,1879.8,48,2486.2,506,7,18.2,94.2,12.2,9.5,2,1200,98.7,2.36666666666667,46.2,52.1,63.6,16.8,59.5,22.2,90.1,45.5,88,-2.2,2,3.04416666666667,7.4,20900,6.64002800612508,55.4,2.93166666666667,33.5,3.23,4.60833333333333,5.725,1406.2,48.2,2.9375,3,3.27833333333333
3402,"Emden, Stadt",8.4,26.4,26,9.3,194,3438,75.1316666666667,74.1,79.1,2705.3,62.3,1599.7,941,3.5,23.9,80.4,8.6,6.4,0.3,445,97.6,4.15,33.5,64,70,21.7,50.2,25.9,91,45,87.1,-3.97,3.9,7.01,7.7,57300,11.9468127060306,74,10.52,17.8,6.33666666666667,9.395,9.18333333333333,1329.2,27.8,8.13333333333333,35,7.01666666666667
3403,KS Oldenburg (Oldenburg),5,46.7,15.6,8.5,369,2960,1.77583333333333,78.3,82.9,2362,36,2612.1,708,6.2,31.7,196,10.5,6.7,2,1562,99.3,2.25,37.4,62.8,104.5,36.4,37.1,31.2,96.1,47.9,83.8,-0.93,3.6,3.4,15.4,41000,6.19594487028302,45.7,3.20166666666667,20.8,2.94333333333333,4.25583333333333,4.025,410,59.8,4.11916666666667,2.2,2.8225
3404,KS Osnabrück,4.8,43.8,29.1,8.3,449,3048,1.41333333333333,77.9,82.7,2321.5,48,2634.5,750,6.4,26.4,195.1,12,9.9,1.5,1310,98.5,2.61666666666667,53.3,72.7,126.5,31.6,41.2,32.4,99.7,45.2,70.1,-1.23,1.3,2.88083333333333,13.8,45700,6.14166699286708,55.4,2.74083333333333,22.3,3.10166666666667,4.64833333333333,3.51666666666667,1609.5,49.7,3.37333333333333,6,3.02416666666667
3405,"Wilhelmshaven, Stadt",4.4,27.5,41.7,12.6,188,3031,1.97333333333333,75.4,80.8,2356.3,48.7,1561.9,528,1.1,22,-99,11.2,4.5,-1.8,707,98.7,3.33333333333333,34.5,71.5,87.8,17.7,45.2,32.8,90.4,48,69.9,-6.75,10.5,4.47666666666667,9.3,40000,7.88063278063962,59.6,4.05666666666667,21.2,4.22666666666667,5.59666666666667,5.35,1314.5,45.2,3.93833333333333,6,4.74833333333333
3451,Ammerland,3.3,28.6,19.8,4.8,242,2652,18.9158333333333,78.6,83.3,2186.4,79.6,963,615,8,21.7,75.7,11.4,3.6,1.7,165,83.9,4.85,20.5,59.2,67.6,29.6,48.5,29.8,96.9,52.2,95.1333333333333,-1.99666666666667,4.46666666666667,6.31,6.4,25000,11.2262291809753,84.1,6.2475,23.8,5.52666666666667,7.86583333333333,7.56666666666667,796.9,17.1,7.525,4,6.38416666666667
3452,Aurich,8.4,26.4,26,7.9,149,2573,59.1183333333333,76.5,81.5,1921.1,78.4,994.9,714,4.9,25.2,50.9,11.8,3.8,0.7,146,74.4,4.75,18.6,62.2,36.8,20.6,56.7,18.1,95.2,51.9,92.8066666666667,-4.144,3.00666666666667,7.11166666666667,7.7,22300,15.521841179253,86.3,8.75166666666667,24.4,6.25333333333333,9.56166666666667,7.46666666666667,1911.8,14.7,7.36666666666667,3.8,7.12833333333333
3453,Cloppenburg,5.2,21.4,17.8,5.7,191,2512,35.01,77.2,83,2008.2,82.3,822,586,4.9,19.5,57.9,14,7.1,1.9,115,77.3,4.35,25,51.1,30.5,19.7,57.3,23.2,85,48.2,96.2076923076923,0.505384615384615,4.39230769230769,6.49333333333333,5.2,33800,12.5813829201102,86.9,6.62166666666667,24.5,6.04333333333333,8.175,6.68333333333333,985.5,13.9,7.62083333333333,9.8,6.56666666666667
3454,Emsland,4.6,27.1,17.9,3.8,197,2828,59.6683333333333,78,83,2176.8,81.5,808.9,654,4.5,27.7,44.7,9.8,7.6,1.3,110,81.7,4.31666666666667,19.6,51.9,55.1,24.8,55,17.2,96.3,50.4,96.3,-1.00947368421053,5.91578947368421,7.05833333333333,7.7,35500,14.5524534023348,87.1,6.56166666666667,24.2,5.68833333333333,9.32333333333333,8,665.2,13.5,8.34166666666667,8.2,7.12083333333333
3455,Friesland,4.4,27.5,41.7,6.4,168,2695,20.3575,77.8,82,2119.7,80.3,972.2,508,1.9,25.8,69.5,10.8,2.6,-0.9,160,86.9,4.75,17.7,61.9,46.8,27.4,43.1,31.1,96.2,53.3,92.1625,-5.39375,7.1,5.75166666666667,7.4,22800,12.7190626271618,84.9,5.51416666666667,24.9,5.94166666666667,7.71833333333333,6.93333333333333,1220,16.4,6.1875,2.3,6.16833333333333
