districtId,district_name,SES_highschool_dropouts,SES_residence_vacancies,SES_unemployment,RUR_surrounding_pop,SES_average_income,RUR_distance_to_urban_centers,SES_male_life_expectancy,SES_female_life_expectancy,SES_average_salary,RUR_area_share_farms_forests,RUR_settlement_density,SES_communal_tax_revenue,SES_net_migration,Baulandpreise,population_density,primary_care_capacity,hospital_capacity,share_of_nursing_home_care,average_living_area,RUR_share_of_1_2_family_homes,total_population,population_60_plus,average_age,average_household_size,share_female
5916,KS Herne,6.6,53.7,13.2,1621.0,3132.0,6.81666666666667,75.3,81.1,2611.2,19.9,3870.9,486,4.6,179.8,3007,51.7,105.1,27.2,40.3,56.2,155160,18390,44.2,2.0,0.5191415313225058
5954,Ennepe-Ruhr-Kreis,4.4,46.8,7.6,1421.0,3130.0,9.47,77.8,81.8,2542.0,68.9,2746.9,749,2.4,139.8,791,52.6,58.7,33.2,44.7,72.7222222222222,326050,41242,44.9,2.1,0.5180585799723969
5958,Hochsauerlandkreis,5.0,47.3,5.3,267.0,3017.0,50.7783333333333,78.2,83.1,2325.3,86.5,1099.5,674,-1.8,65.2,133,55.1,80.1,27.9,49.0,88.5583333333333,266511,31080,43.2,2.3,0.5067107924250781
5962,Märkischer Kreis,7.0,52.7,7.2,689.0,3125.0,26.08,77.4,82.4,2605.5,81.2,2293.0,751,-3.6,122.8,390,55.1,70.8,31.5,44.5,80.68,423818,49097,43.1,2.2,0.5122977315734584
5966,Olpe,5.3,34.7,4.7,365.0,3115.0,36.4275,78.3,82.3,2454.1,83.2,1281.0,836,-1.4,90.9,189,57.1,61.7,25.4,47.7,89.62857142857142,136490,14629,42.0,2.4,0.5029159645395267
5970,Siegen,3.5,37.6,6.0,292.0,3250.0,22.03,77.8,82.6,2649.1,83.2,1529.0,813,1.9,86.5,244,58.4,76.4,22.9,47.1,91.2181818181818,276834,32346,43.1,2.3,0.5105117146015301
5974,Soest,4.3,34.1,6.6,394.0,2986.0,31.123333333333303,77.5,82.5,2370.1,82.1,1456.3,665,3.0,94.5,223,58.0,68.9,36.7,47.2,89.3428571428571,296875,33303,42.8,2.3,0.5105785263157895
5978,Unna,5.8,33.9,9.5,926.0,2827.0,14.6333333333333,77.3,82.4,2382.2,66.3,2266.8,620,0.8,119.5,721,53.6,68.5,25.9,43.7,81.78,396060,46760,43.9,2.2,0.5157147906882795
6411,KS Darmstadt,3.2,24.6,6.4,886.0,3914.0,2.4966666666666697,78.8,82.6,3057.3,63.4,3556.3,1003,16.9,554.2,1244,62.5,97.6,31.2,39.8,67.1,143499,14179,41.2,2.0,0.5030418330441327
6412,KS Frankfurt am Main,5.0,26.5,7.5,1440.0,3956.0,2.105,79.2,83.8,3486.5,39.3,4961.9,1586,14.8,730.9,2890,60.3,84.2,21.6,36.9,50.4,667925,63753,40.8,2.0,0.5105318710933113
6413,KS Offenbach am Main,8.0,33.2,11.0,1111.0,3426.0,2.05833333333333,78.1,82.2,2944.8,47.5,5499.5,709,12.2,471.1,2695,57.0,92.7,22.3,35.5,57.2,113443,11866,41.1,2.1,0.510511887026965
6414,KS Wiesbaden,6.6,31.1,7.5,916.0,3576.0,1.6966666666666699,79.6,83.3,3029.0,57.2,3437.7,1032,5.6,480.9,1349,62.9,75.9,26.1,40.9,64.3,269121,29176,42.3,2.1,0.5248494171766603
6431,Bergstraße,3.4,40.3,4.7,641.0,2884.0,21.2783333333333,78.3,82.8,2472.4,80.7,2262.2,770,5.7,198.4,367,55.3,39.3,26.7,47.9,88.0227272727273,260741,31576,43.8,2.3,0.5114232130735097
6432,Darmstadt-Dieburg,5.5,35.0,4.9,697.0,2947.0,15.076666666666698,79.8,83.7,2506.8,79.3,2334.5,802,5.5,249.7,437,49.3,18.6,21.6,46.4,87.9695652173913,282601,32777,42.7,2.3,0.5077653653030244
6433,Groß-Gerau,5.9,31.6,5.9,859.0,3548.0,14.659166666666698,78.9,83.0,3017.9,70.0,2465.6,785,9.8,267.5,576,51.4,39.6,24.5,42.0,83.49285714285709,251049,28579,42.2,2.3,0.5079287310445372
6434,Hochtaunuskreis,3.2,32.5,4.0,739.0,3709.0,22.2,80.9,84.0,2949.2,79.7,2491.1,1142,6.9,447.3,479,57.6,48.8,31.5,48.6,86.8,226130,27824,43.7,2.2,0.5210011940034494
6435,Main-Kinzig-Kreis,4.8,41.3,5.3,381.0,3015.0,26.463333333333303,79.0,83.4,2585.0,82.3,1839.4,768,6.1,165.3,292,56.9,41.5,24.2,46.1,87.8724137931035,400862,47282,43.2,2.3,0.5127126043376523
6436,Main-Taunus-Kreis,3.6,25.1,4.4,1021.0,3892.0,7.76333333333333,80.5,84.3,3118.9,65.7,3217.4,1430,7.0,423.4,1034,55.7,29.3,21.8,46.1,82.725,224059,26773,43.1,2.2,0.5155026131510004
6437,Odenwaldkreis,5.4,54.0,5.8,440.0,2792.0,38.161666666666704,78.2,82.2,2360.5,88.5,1443.0,603,1.9,88.3,154,60.4,43.8,32.4,49.0,91.15333333333331,96613,12146,43.9,2.4,0.5088963183008498
6438,Offenbach,3.9,28.7,5.8,948.0,3301.0,11.573333333333302,80.4,84.2,2850.2,67.6,3228.6,919,7.2,354.2,959,53.0,19.1,23.4,43.4,79.9615384615385,332328,39510,43.1,2.2,0.5127524614236537
6439,Rheingau-Taunus-Kreis,5.0,40.5,4.4,529.0,3008.0,21.678333333333303,79.6,83.1,2397.0,84.6,1699.5,776,5.3,227.7,224,56.0,45.1,26.1,49.4,86.5941176470588,180226,22614,43.9,2.3,0.5126785258508761
6440,Wetteraukreis,4.7,37.8,5.1,492.0,2992.0,24.005,79.0,82.9,2578.8,82.6,1746.9,726,6.3,193.0,270,55.2,42.1,26.1,47.6,89.124,292573,33938,43.0,2.3,0.5107443270568371
6531,Gießen,4.1,38.0,7.1,346.0,3063.0,12.506666666666698,79.1,83.3,2508.6,79.9,1670.2,665,9.0,137.1,304,63.5,87.4,23.4,46.5,88.43888888888891,251238,27398,42.0,2.2,0.513373773075729
6532,Lahn-Dill-Kreis,4.7,38.0,6.2,344.0,3122.0,18.771666666666697,78.6,83.0,2600.3,81.5,1418.3,767,0.7,98.3,236,66.4,71.0,24.3,48.7,93.0782608695652,253441,29829,43.2,2.3,0.5123006932579969
6533,Limburg-Weilburg,4.3,48.9,5.8,403.0,2816.0,27.8675,77.8,82.2,2478.2,80.3,1343.8,654,2.4,102.2,231,61.0,57.3,22.8,50.2,92.53157894736842,170696,19510,42.9,2.4,0.5084067582134321
6534,Marburg-Biedenkopf,4.9,35.0,4.8,239.0,3130.0,14.965,78.3,83.3,2569.8,84.4,1377.8,804,1.6,75.3,191,62.1,67.1,22.7,47.2,91.8363636363636,241226,25748,41.7,2.3,0.5128095644748079
6535,Vogelsbergkreis,4.3,53.5,5.0,189.0,2794.0,29.1516666666667,77.4,82.9,2354.8,88.0,704.7,580,-2.0,40.5,73,62.4,64.5,21.7,53.1,93.9894736842105,108510,14166,44.9,2.4,0.5052345405953368
6611,KS Kassel,7.6,43.3,10.1,401.0,3245.0,1.5,77.5,82.9,2679.5,37.0,3032.7,825,5.9,159.2,1824,69.8,132.9,22.4,41.0,64.4,190765,20285,42.4,1.9,0.5204151704977328
6631,Fulda,3.9,48.5,3.9,168.0,2772.0,16.8758333333333,79.2,83.9,2544.1,83.7,1121.2,652,2.8,69.1,157,66.3,66.8,25.7,48.5,89.0869565217391,216179,24308,42.4,2.3,0.5106323926005764
6632,Hersfeld-Rotenburg,3.6,52.2,5.2,156.0,2716.0,40.4983333333333,77.9,82.7,2671.9,86.3,898.8,667,1.4,37.6,109,68.7,81.8,21.4,50.4,93.65,120694,15772,44.8,2.4,0.5086748305632426
6633,Kassel,3.8,32.0,5.1,252.0,3300.0,19.5133333333333,78.4,82.8,2783.9,84.4,1295.4,728,3.0,75.1,181,60.8,40.7,28.6,49.9,91.11034482758622,234933,31353,45.0,2.3,0.5140955080810273
6634,Schwalm-Eder-Kreis,5.9,51.5,5.2,191.0,2847.0,31.105,77.6,82.0,2605.9,84.5,961.5,555,1.1,54.0,117,60.2,35.8,26.2,51.1,92.6333333333333,181850,23036,44.2,2.4,0.504729172394831
6635,Waldeck-Frankenberg,6.2,46.9,5.2,172.0,2890.0,35.9583333333333,78.2,82.7,2505.4,87.8,847.1,628,-0.1,47.3,85,63.9,103.0,30.7,51.3,91.8454545454545,158990,19748,44.0,2.3,0.508182904585194
6636,Werra-Meißner-Kreis,5.6,66.1,6.8,186.0,2688.0,41.8175,76.7,82.0,2281.0,86.1,858.5,501,1.4,37.5,98,68.9,59.6,23.2,51.2,92.86875,102124,14032,45.8,2.3,0.5137479926364028
7111,KS Koblenz,5.9,39.5,6.9,429.0,3171.0,2.19833333333333,77.9,82.4,2715.9,57.3,2905.5,959,11.1,-99.0,1060,63.7,157.1,40.6,44.7,67.0,107825,12692,43.7,2.0,0.5209645258520751
7131,Ahrweiler,3.5,48.0,4.2,372.0,2753.0,32.24,79.0,82.8,2152.7,84.3,1179.1,584,5.6,93.7,161,53.7,71.9,28.7,52.2,89.1375,125885,16258,44.9,2.2,0.513071454104937
7132,Altenkirchen (Westerwald),4.7,48.9,5.6,398.0,2854.0,31.92,77.3,81.8,2151.5,83.1,1270.4,559,-1.1,43.6,200,64.7,30.0,27.1,51.1,93.6125,130570,15453,43.3,2.4,0.5078272191161829
7133,Bad Kreuznach,4.9,46.6,6.9,266.0,2941.0,41.526666666666706,77.8,82.4,2277.2,84.4,1291.8,574,4.2,137.2,181,60.3,61.5,24.8,50.8,92.39,155599,18867,44.0,2.3,0.5163079454238138
7134,Birkenfeld,5.0,65.8,6.6,198.0,2714.0,49.3883333333333,76.8,80.7,2156.4,87.8,930.8,533,-1.3,-99.0,104,67.0,83.3,33.2,55.8,91.58,82778,10653,44.9,2.3,0.509362390973447
7135,Cochem-Zell,7.3,58.6,3.9,180.0,2707.0,42.418333333333294,76.8,81.3,2071.8,86.6,788.2,515,1.2,43.6,90,51.6,71.7,28.2,56.5,93.575,64187,8304,44.6,2.4,0.5026563011201646
7137,Mayen-Koblenz,5.8,45.9,5.1,318.0,2794.0,20.105,78.4,82.8,2212.2,79.7,1520.5,659,2.7,110.9,258,56.1,46.8,24.3,51.3,87.63,210308,24847,43.5,2.3,0.5104560929684082
7138,Neuwied,7.6,46.7,5.9,457.0,2945.0,29.3833333333333,77.8,82.1,2361.9,78.8,1548.2,673,1.8,87.2,286,57.4,84.3,29.1,50.5,90.8444444444444,180672,21723,43.6,2.3,0.511733970952887
7140,Rhein-Hunsrück-Kreis,5.0,52.5,4.6,219.0,2830.0,39.146666666666704,78.4,82.3,2232.0,87.0,857.8,618,0.0,57.9,103,56.9,43.6,25.9,55.2,91.3428571428571,102322,12254,43.7,2.4,0.5075545825922089
7141,Rhein-Lahn-Kreis,6.1,56.3,4.3,353.0,2839.0,30.5483333333333,77.5,82.2,2210.5,85.4,1285.7,585,0.5,78.7,155,61.7,82.9,30.1,52.4,88.0875,123203,15750,44.4,2.3,0.5087457285942713
7143,Westerwaldkreis,6.4,43.8,4.2,349.0,2810.0,30.6133333333333,77.9,82.8,2244.2,80.9,1228.5,651,1.5,66.1,201,56.7,26.8,29.5,53.1,93.04,200059,22762,42.7,2.4,0.5063306324634232
7211,KS Trier,5.2,33.9,5.8,284.0,2992.0,1.8225,77.9,82.5,2358.3,64.6,2938.7,633,7.1,-99.0,926,64.5,156.2,38.1,43.7,68.1,105671,10037,41.0,1.9,0.5232466807354903
7231,Bernkastel-Wittlich,6.9,51.1,3.7,163.0,2759.0,33.97,78.5,83.2,2210.6,87.0,849.0,614,2.4,58.7,95,59.5,44.7,26.8,55.6,92.5666666666667,112320,13641,43.9,2.4,0.5055466524216524
7232,Eifelkreis Bitburg-Prüm,4.1,47.1,3.2,129.0,2901.0,48.296666666666695,77.5,82.3,2245.4,89.5,612.5,504,4.6,49.5,59,50.8,69.4,21.9,58.3,93.2,95774,10922,42.9,2.4,0.5040512038757909
7233,Vulkaneifel,5.3,48.6,4.6,151.0,2743.0,52.125,78.2,81.8,2150.6,87.6,600.6,556,-0.8,26.2,67,59.2,34.4,27.2,57.5,94.78,61947,7993,44.3,2.4,0.5052222060793905
7235,Trier-Saarburg,6.7,38.3,3.5,235.0,2729.0,18.899166666666698,78.9,83.6,1856.2,85.9,1048.0,450,5.5,106.1,132,53.0,25.5,31.6,54.6,92.9571428571428,142228,15687,42.8,2.4,0.5086691790646005
7311,"Frankenthal (Pfalz), kreisfreie Stadt",4.1,30.1,7.1,752.0,3445.0,5.510833333333331,77.1,81.7,3035.8,61.3,2996.0,676,9.3,187.9,1091,58.7,66.0,36.4,44.0,80.0,46415,5659,44.0,2.2,0.5180652806204891
7312,"Kaiserslautern, kreisfreie Stadt",5.7,51.7,10.5,338.0,3240.0,2.125,76.4,81.2,2531.2,71.2,2490.1,690,5.8,163.5,697,63.7,121.5,41.4,48.1,73.4,96341,10370,42.5,1.9,0.5048525549869733
7313,"Landau in der Pfalz, kreisfreie Stadt",5.4,41.5,5.1,430.0,2841.0,25.325,77.0,81.6,2312.1,75.4,2262.5,726,9.6,233.1,536,67.5,189.8,29.7,47.6,80.9,43361,4334,42.3,2.1,0.5283088489656604
7314,KS Ludwigshafen am Rhein,9.7,45.8,9.4,862.0,4330.0,1.5083333333333302,77.7,82.6,3630.0,33.1,3454.1,1117,9.7,288.3,2113,61.0,123.4,30.3,40.9,73.0,157584,17700,42.2,2.1,0.5096266118387653
7315,KS Mainz,2.0,21.8,6.1,870.0,3410.0,1.67416666666667,79.5,83.5,2831.7,44.8,4206.2,825,8.4,661.9,2118,59.9,108.5,34.7,41.3,71.6,200344,19973,40.9,2.0,0.5195763287146109
7316,"Neustadt an der Weinstraße, kreisfreie Stadt",7.0,43.8,6.0,504.0,2745.0,20.5983333333333,78.2,81.4,2205.5,79.4,2295.2,669,5.2,235.3,449,70.4,80.3,25.2,50.5,83.0,52164,6488,44.9,2.1,0.5190744574802546
7317,"Pirmasens, kreisfreie Stadt",5.1,69.8,13.3,270.0,2876.0,33.7925,73.6,77.7,2274.5,67.0,2022.5,626,2.6,73.1,653,72.4,103.1,33.6,50.8,73.8,40887,5278,46.0,2.0,0.520850147968792
7318,"Speyer, kreisfreie Stadt",4.1,30.1,6.5,696.0,3176.0,16.4383333333333,76.7,80.7,2579.4,42.7,2632.0,880,4.5,187.4,1170,62.2,126.6,48.2,44.6,74.5,49540,5714,43.6,2.1,0.5207509083568833
7319,"Worms, kreisfreie Stadt",4.5,40.5,8.2,644.0,2966.0,16.9066666666667,77.7,81.7,2411.0,65.0,2493.9,683,6.7,196.3,745,59.3,80.7,33.5,44.9,80.8,79207,8914,42.7,2.1,0.5191081596323557
7320,"Zweibrücken, kreisfreie Stadt",5.1,69.8,7.8,341.0,3188.0,29.375,75.4,79.9,2566.0,70.5,1707.7,729,2.7,75.2,482,47.0,64.4,27.3,50.5,84.0,34200,4102,44.3,2.1,0.5097368421052632
7331,Alzey-Worms,4.5,40.5,4.6,512.0,2800.0,22.858333333333302,78.5,82.5,2251.7,82.9,1415.6,603,3.4,141.5,214,58.7,49.3,23.1,50.8,93.4142857142857,125113,13579,42.4,2.5,0.5048715960771463
7332,Bad Dürkheim,7.0,43.8,4.2,481.0,2797.0,19.404166666666697,78.3,82.5,2105.6,86.3,1708.4,641,5.4,193.4,221,52.5,38.7,33.3,53.2,91.8555555555556,131085,16977,44.9,2.3,0.513414959758935
7333,Donnersbergkreis,6.1,53.9,5.5,336.0,3197.0,28.838333333333303,76.2,81.1,2348.9,88.1,1072.0,631,-0.1,89.4,116,56.0,23.7,34.6,53.1,93.5166666666667,76030,8703,43.1,2.4,0.5072865973957649
7334,Germersheim,5.1,30.5,4.6,497.0,3623.0,18.7783333333333,78.4,82.9,2867.6,78.5,1711.0,682,5.2,185.2,273,54.6,25.3,25.3,48.8,90.5,123913,13346,42.0,2.4,0.505830703800247
7335,Kreis Kaiserslautern,5.7,51.7,5.6,296.0,2736.0,12.875,78.2,82.8,2024.6,84.5,1110.8,542,-0.3,105.8,163,59.5,53.2,22.9,66.8,92.48571428571431,105283,12150,43.3,2.4,0.5112221346276227
7336,Kusel,5.4,64.0,5.2,255.0,2716.0,26.8816666666667,76.3,81.1,1983.7,86.7,1013.3,450,-2.0,60.4,124,62.1,0.0,24.9,60.5,95.1833333333333,72783,9133,44.7,2.4,0.5066430347746039
7337,Südliche Weinstraße,5.4,41.5,4.1,388.0,2779.0,30.6383333333333,78.9,83.2,2195.4,86.8,1392.9,599,5.7,144.8,172,62.0,62.5,20.8,53.4,93.1833333333333,108244,13211,44.0,2.4,0.5099866967222202
7338,Ludwigshafen,4.1,30.1,3.7,697.0,2695.0,10.7016666666667,79.4,83.5,2088.8,71.5,2216.4,663,8.0,249.0,492,52.0,0.0,25.3,51.0,91.75,146868,18484,44.2,2.4,0.5114728872184546
7339,Mainz-Bingen,4.6,36.7,4.3,551.0,3158.0,18.518333333333302,79.9,83.7,2733.9,77.7,1809.7,1126,5.7,221.9,338,58.7,17.0,28.5,50.6,87.74,200672,22343,42.6,2.3,0.5108036995694467
7340,Südwestpfalz,5.1,69.8,4.9,267.0,2478.0,36.84666666666671,78.3,82.3,1938.1,89.5,1025.8,531,-0.8,54.2,101,60.2,23.6,18.3,57.8,94.52857142857141,98426,12948,45.2,2.4,0.5075488184016418
8111,KS Stuttgart,4.9,37.7,5.8,1336.0,4055.0,1.38833333333333,80.3,84.5,3359.5,46.9,5728.9,1140,10.4,917.3,2954,57.5,84.7,36.7,37.4,50.2,585890,60832,41.4,2.0,0.5100018774855348
8115,Böblingen,4.2,38.6,3.8,745.0,4287.0,16.8483333333333,81.2,84.5,3360.5,76.1,2676.2,1103,6.5,376.0,606,55.8,29.4,29.9,43.9,83.56875,363949,40840,42.0,2.3,0.5089696633319504
8116,Esslingen,3.9,39.5,3.9,792.0,3544.0,18.693333333333303,80.6,84.4,2884.3,73.6,3260.1,927,7.0,329.1,806,53.2,38.8,29.1,42.8,81.2722222222222,502893,57922,42.4,2.2,0.5103908783777066
8117,Göppingen,4.6,51.6,4.5,483.0,3234.0,37.558333333333294,79.7,83.9,2649.7,82.3,2354.5,788,4.6,208.7,389,53.6,53.1,28.2,43.7,87.175,247407,29389,43.1,2.3,0.5098441030366966
8118,Ludwigsburg,4.5,38.0,4.0,828.0,3455.0,18.760833333333302,80.3,84.8,2915.1,73.3,3152.7,958,7.7,303.7,766,51.3,33.3,31.1,42.6,79.585,509871,57140,42.1,2.2,0.509442584496863
8119,Rems-Murr-Kreis,4.8,40.9,4.1,655.0,3242.0,32.275,79.8,84.6,2615.2,81.2,2730.9,851,5.4,322.8,483,54.1,31.8,31.5,43.0,81.05,406874,46538,42.7,2.3,0.5109665400099294
8121,KS Heilbronn,4.2,43.1,6.5,602.0,3175.0,1.8675,78.1,83.1,2252.1,61.6,3365.6,975,9.9,257.9,1200,55.1,90.9,34.9,40.1,71.0,116059,13160,42.4,2.2,0.5097235027012124
8125,Heilbronn,4.4,39.3,3.8,498.0,3501.0,16.7566666666667,79.5,83.5,3008.3,80.9,1715.6,1001,5.6,177.9,299,56.8,38.0,29.5,46.2,89.6578947368421,322813,34188,41.7,2.4,0.5058780160650284
8126,Hohenlohekreis,4.3,46.5,3.1,267.0,3319.0,38.228333333333296,78.6,83.4,2803.2,85.1,1071.1,913,4.8,137.1,140,54.2,26.0,35.2,46.1,90.51428571428569,107280,11471,41.6,2.5,0.5012397464578673
8127,Schwäbisch Hall,4.6,49.0,3.5,234.0,3110.0,43.25,79.2,83.8,2517.8,86.7,1087.4,789,4.3,96.7,127,64.6,36.4,29.9,45.9,91.3833333333333,186353,19260,41.5,2.4,0.5046122144532151
8128,Main-Tauber-Kreis,3.5,56.7,3.6,189.0,3013.0,35.816666666666706,78.6,83.8,2411.5,87.3,920.5,745,2.5,59.9,100,63.7,86.7,28.9,50.0,91.3272727272727,130625,15775,43.5,2.4,0.5081033492822966
8135,Heidenheim,4.3,51.7,5.2,274.0,3407.0,34.5916666666667,78.5,83.6,2779.5,86.3,1632.2,768,4.5,94.7,206,63.6,41.7,31.9,45.1,91.975,127817,15420,43.4,2.3,0.5089933263963322
8136,Ostalbkreis,4.6,48.7,3.9,282.0,3437.0,48.35,79.3,83.7,2733.8,86.1,1581.1,825,2.7,121.3,204,58.7,34.2,33.1,45.2,90.74285714285709,306529,33725,42.0,2.4,0.5078703809427493
8211,Baden-Baden,5.3,43.1,5.9,419.0,3142.0,28.5483333333333,77.3,80.8,2611.4,83.8,2586.5,1044,11.7,274.7,380,80.6,138.5,42.0,51.5,70.6,52315,7409,46.9,2.0,0.5345503201758578
8212,KS Karlsruhe,6.5,38.0,5.8,746.0,3495.0,1.91166666666667,79.2,83.7,2906.4,48.8,3716.5,977,9.3,386.0,1730,56.3,91.9,37.3,41.4,62.3,289173,29983,41.8,2.0,0.5040788732004717
8215,Karlsruhe,4.2,23.5,3.4,608.0,3124.0,17.896666666666697,79.8,83.8,2636.7,78.5,2205.2,807,5.8,-99.0,398,52.4,23.6,28.6,47.8,87.8,424121,48579,42.9,2.3,0.5096470111123949
8216,Rastatt,5.3,43.1,3.7,420.0,3566.0,28.095,78.8,84.2,2904.0,81.6,2145.8,863,4.9,183.8,304,51.6,25.7,23.8,46.9,85.65,222324,25839,43.3,2.3,0.509985426674583
8221,KS Heidelberg,2.1,33.5,5.5,733.0,3457.0,2.5366666666666697,80.6,84.5,2761.0,67.0,4712.6,822,12.6,605.3,1422,63.3,194.4,28.7,38.0,58.8,146751,13098,39.9,2.0,0.5280100305960437
8222,KS Mannheim,6.5,42.8,6.5,944.0,3653.0,1.8133333333333301,77.7,82.7,3004.8,36.3,3556.3,1035,9.2,698.0,2069,67.4,84.7,29.3,41.0,60.4,290117,31687,42.0,2.0,0.5114522761506565
8225,Neckar-Odenwald-Kreis,6.9,55.4,4.2,288.0,2983.0,40.3508333333333,78.0,82.8,2356.5,88.0,1176.9,658,0.5,70.4,126,55.8,36.6,27.6,49.3,93.0636363636364,142810,16562,42.9,2.4,0.504075344863805
8226,Rhein-Neckar-Kreis,5.0,39.6,4.2,618.0,3352.0,17.5233333333333,79.8,83.9,2685.7,77.7,2559.1,1015,6.2,221.4,504,60.2,27.8,26.2,48.2,82.13793103448279,524039,61149,43.0,2.2,0.5139273985333153
8231,KS Pforzheim,5.9,42.3,8.1,662.0,3063.0,2.55333333333333,78.3,83.2,2545.2,68.1,3924.5,880,11.9,214.6,1217,63.7,98.8,33.3,40.8,67.1,114411,12771,42.9,2.1,0.5184903549483878
8235,Calw,4.5,65.4,4.1,462.0,3000.0,27.2616666666667,79.8,84.0,2460.2,87.7,1707.5,725,3.8,151.8,192,55.6,79.3,32.2,46.1,84.63,151049,17243,42.5,2.4,0.5076167336427252
8236,Enzkreis,3.5,51.2,3.0,632.0,3117.0,13.221666666666698,80.7,84.1,2619.9,82.5,2095.9,820,4.5,171.6,338,55.7,16.2,25.7,47.2,89.52,191353,21858,42.7,2.4,0.5091584662900503
8237,Freudenstadt,5.0,61.6,4.0,296.0,3188.0,47.4466666666667,79.2,82.7,2547.6,89.0,1364.0,810,-0.6,96.2,132,55.6,39.6,37.2,46.0,85.38571428571429,115973,12641,42.2,2.4,0.5092995783501332
8311,KS Freiburg im Breisgau,5.2,22.6,6.1,499.0,3267.0,2.6575,79.5,84.0,2532.7,66.3,4546.7,800,12.3,624.0,1452,90.0,101.3,35.6,38.0,56.6,209629,18198,39.9,2.0,0.5291443454865501
8315,Breisgau-Hochschwarzwald,3.4,32.3,3.5,328.0,2899.0,22.0633333333333,80.6,85.1,2340.6,87.3,1762.4,709,7.8,209.4,183,67.7,51.3,28.8,45.4,81.02,247279,28799,42.7,2.3,0.5144027596358769
8316,Emmendingen,5.8,32.2,3.3,328.0,2997.0,21.928333333333303,79.9,83.9,2386.1,86.2,2120.9,698,6.5,65.9,235,64.5,62.4,25.1,45.0,80.8333333333333,156453,17291,42.4,2.4,0.5101340338632049
8317,Ortenaukreis,4.0,37.4,3.8,358.0,3028.0,24.9333333333333,79.6,83.9,2480.1,85.2,1899.0,794,4.8,136.6,223,62.3,54.5,32.3,45.7,85.1619047619048,410202,45472,42.5,2.3,0.5092466638387916
8325,Rottweil,4.9,61.1,3.3,274.0,3182.0,29.931666666666697,79.0,83.7,2628.3,85.6,1368.7,927,0.3,98.2,177,55.9,61.1,28.8,47.8,90.5625,136478,15694,42.5,2.4,0.5074810592183355
8326,Schwarzwald-Baar-Kreis,5.1,52.5,4.0,274.0,3064.0,16.11,79.7,83.7,2541.4,87.3,1740.1,812,4.5,-99.0,201,61.6,60.3,34.5,45.3,81.94444444444441,203967,24782,43.4,2.2,0.5118426019895376
8327,Tuttlingen,4.7,50.0,3.3,266.0,3284.0,27.9166666666667,79.0,83.3,2762.6,87.1,1561.8,982,5.1,-99.0,183,50.5,27.0,28.4,45.8,89.95,132213,14669,41.8,2.4,0.505510048179831
8335,Konstanz,4.0,32.7,4.5,331.0,3064.0,28.711666666666698,79.7,83.7,2471.3,82.7,2171.5,773,10.0,153.2,337,64.2,59.4,33.3,44.5,82.0,266965,30657,42.6,2.1,0.518764632067874
8336,Lörrach,4.9,31.6,3.9,433.0,3191.0,17.4566666666667,79.6,84.0,2506.0,85.7,2167.8,807,6.6,213.2,277,59.9,37.1,30.1,45.1,82.47142857142859,219003,24457,42.4,2.2,0.5134769843335479
8337,Waldshut,4.7,47.5,3.3,356.0,2950.0,47.991666666666696,79.5,83.9,2345.2,88.1,1426.0,746,5.3,124.3,146,54.5,39.9,31.7,47.7,83.99285714285709,163136,18890,42.5,2.3,0.5099732738328756
8415,Reutlingen,4.2,43.4,4.1,416.0,3301.0,26.5083333333333,80.1,84.6,2640.7,85.8,1931.5,834,4.8,163.6,254,61.9,40.9,28.2,43.9,89.3266666666667,273353,30612,42.4,2.3,0.5120375485178505
8416,Tübingen,4.6,41.1,3.7,550.0,3248.0,9.21833333333333,80.3,84.8,2507.3,80.4,2338.2,747,5.7,193.1,421,59.1,87.3,30.8,42.6,86.725,211952,19545,39.9,2.4,0.5155554087717974
8417,Zollernalbkreis,4.3,56.3,4.5,314.0,3066.0,35.4166666666667,79.2,84.2,2537.9,85.2,1506.0,787,3.2,79.1,203,58.0,31.0,24.8,48.0,93.75,185559,21785,43.3,2.3,0.510031849708179
8421,KS Ulm,4.6,29.1,4.9,381.0,3439.0,1.6833333333333302,79.6,83.7,2818.3,63.1,3145.2,1075,7.3,261.6,1017,76.2,125.4,34.1,41.0,71.9,116761,12305,41.3,2.1,0.5122686513476247
8425,Alb-Donau-Kreis,4.1,43.9,3.1,311.0,3099.0,21.3133333333333,79.4,84.2,2541.0,86.7,1213.6,835,4.0,125.8,139,61.3,22.1,26.4,46.6,91.42307692307692,186192,19841,41.3,2.5,0.5025994672166366
8426,Biberach,4.3,43.3,2.8,230.0,3467.0,27.23,79.1,84.1,2798.7,86.6,1158.4,985,4.0,93.3,135,60.9,46.2,28.3,48.0,93.08,187444,19528,41.0,2.5,0.5034783722071658
8435,Bodenseekreis,5.3,31.9,3.1,325.0,3672.0,13.235,80.6,84.4,2950.2,83.5,2126.4,900,8.4,193.5,315,66.9,35.4,28.2,45.8,80.7125,204083,24934,43.1,2.2,0.5114193734901976
8436,Ravensburg,5.1,35.4,3.0,244.0,3062.0,17.2583333333333,79.6,84.2,2398.6,87.7,1594.4,752,6.0,125.8,169,61.0,64.0,30.3,43.8,88.4142857142857,269595,29173,41.5,2.4,0.5092527680409503
8437,Sigmaringen,6.2,47.6,4.0,233.0,3128.0,44.951666666666696,78.6,83.1,2491.1,88.3,1070.6,741,1.4,72.3,106,60.3,54.0,26.3,47.1,91.4,127600,13806,41.8,2.4,0.5056426332288402
